,SSP126_AR6GWP_KyotoGHG,SSP126_AR6GWP_CO2LULUCF,SSP126_AR6GWP_IPCM0EL,SSP119_AR6GWP_KyotoGHG,SSP119_AR6GWP_CO2LULUCF,SSP119_AR6GWP_IPCM0EL,SSP245_AR6GWP_KyotoGHG,SSP245_AR6GWP_CO2LULUCF,SSP245_AR6GWP_IPCM0EL,SSP126_CH4,SSP119_CH4,SSP245_CH4
1906,8708.588696,3349.10565,5359.483047,8708.588696,3349.10565,5359.483047,8708.588696,3349.10565,5359.483047,93.24998316,93.24998316,93.24998316
1907,9085.671436,3382.273038,5703.398399,9085.671436,3382.273038,5703.398399,9085.671436,3382.273038,5703.398399,94.56080194,94.56080194,94.56080194
1908,9070.092531,3416.650809,5653.441722,9070.092531,3416.650809,5653.441722,9070.092531,3416.650809,5653.441722,95.71237193,95.71237193,95.71237193
1909,9217.993017,3442.615327,5775.37769,9217.993017,3442.615327,5775.37769,9217.993017,3442.615327,5775.37769,96.4666946,96.4666946,96.4666946
1910,9415.057327,3465.07142,5949.985906,9415.057327,3465.07142,5949.985906,9415.057327,3465.07142,5949.985906,97.77187103,97.77187103,97.77187103
1911,9281.309906,3251.843109,6029.466797,9281.309906,3251.843109,6029.466797,9281.309906,3251.843109,6029.466797,98.42938116,98.42938116,98.42938116
1912,9320.840221,3117.85701,6202.983211,9320.840221,3117.85701,6202.983211,9320.840221,3117.85701,6202.983211,99.26614632,99.26614632,99.26614632
1913,9509.936162,3006.122949,6503.813212,9509.936162,3006.122949,6503.813212,9509.936162,3006.122949,6503.813212,100.6125584,100.6125584,100.6125584
1914,9238.919402,2965.286448,6273.632953,9238.919402,2965.286448,6273.632953,9238.919402,2965.286448,6273.632953,102.2840587,102.2840587,102.2840587
1915,9196.774272,2922.036651,6274.737621,9196.774272,2922.036651,6274.737621,9196.774272,2922.036651,6274.737621,103.0579197,103.0579197,103.0579197
1916,9473.474064,2930.495173,6542.978891,9473.474064,2930.495173,6542.978891,9473.474064,2930.495173,6542.978891,104.0889435,104.0889435,104.0889435
1917,9646.906965,2941.618045,6705.28892,9646.906965,2941.618045,6705.28892,9646.906965,2941.618045,6705.28892,105.4397415,105.4397415,105.4397415
1918,9670.30196,2953.675083,6716.626877,9670.30196,2953.675083,6716.626877,9670.30196,2953.675083,6716.626877,106.7459316,106.7459316,106.7459316
1919,9344.313938,2972.449133,6371.864805,9344.313938,2972.449133,6371.864805,9344.313938,2972.449133,6371.864805,108.095107,108.095107,108.095107
1920,9835.629727,2981.094687,6854.53504,9835.629727,2981.094687,6854.53504,9835.629727,2981.094687,6854.53504,109.1336385,109.1336385,109.1336385
1921,9635.248812,3156.185151,6479.063661,9635.248812,3156.185151,6479.063661,9635.248812,3156.185151,6479.063661,109.809348,109.809348,109.809348
1922,9817.476463,3127.125618,6690.350844,9817.476463,3127.125618,6690.350844,9817.476463,3127.125618,6690.350844,110.4858104,110.4858104,110.4858104
1923,10329.36716,3156.863354,7172.503805,10329.36716,3156.863354,7172.503805,10329.36716,3156.863354,7172.503805,112.2535641,112.2535641,112.2535641
1924,10410.01616,3179.505679,7230.510484,10410.01616,3179.505679,7230.510484,10410.01616,3179.505679,7230.510484,112.633506,112.633506,112.633506
1925,10506.57343,3191.17269,7315.400737,10506.57343,3191.17269,7315.400737,10506.57343,3191.17269,7315.400737,113.6704269,113.6704269,113.6704269
1926,10508.68836,3207.446458,7301.241905,10508.68836,3207.446458,7301.241905,10508.68836,3207.446458,7301.241905,114.5456303,114.5456303,114.5456303
1927,11063.93013,3352.291327,7711.638803,11063.93013,3352.291327,7711.638803,11063.93013,3352.291327,7711.638803,115.74748,115.74748,115.74748
1928,11128.24312,3364.921444,7763.321674,11128.24312,3364.921444,7763.321674,11128.24312,3364.921444,7763.321674,116.7958666,116.7958666,116.7958666
1929,11562.46538,3464.867641,8097.597735,11562.46538,3464.867641,8097.597735,11562.46538,3464.867641,8097.597735,118.0199977,118.0199977,118.0199977
1930,11585.24612,3747.998908,7837.247216,11585.24612,3747.998908,7837.247216,11585.24612,3747.998908,7837.247216,119.6701788,119.6701788,119.6701788
1931,11248.03828,3785.850465,7462.187813,11248.03828,3785.850465,7462.187813,11248.03828,3785.850465,7462.187813,119.9075078,119.9075078,119.9075078
1932,10608.18291,3426.202541,7181.980369,10608.18291,3426.202541,7181.980369,10608.18291,3426.202541,7181.980369,121.4219873,121.4219873,121.4219873
1933,10783.77008,3414.535978,7369.234105,10783.77008,3414.535978,7369.234105,10783.77008,3414.535978,7369.234105,122.3437659,122.3437659,122.3437659
1934,11074.13281,3371.399627,7702.733185,11074.13281,3371.399627,7702.733185,11074.13281,3371.399627,7702.733185,123.9532999,123.9532999,123.9532999
1935,11285.05131,3366.469335,7918.581972,11285.05131,3366.469335,7918.581972,11285.05131,3366.469335,7918.581972,124.8946044,124.8946044,124.8946044
1936,11731.88006,3397.195986,8334.68407,11731.88006,3397.195986,8334.68407,11731.88006,3397.195986,8334.68407,126.4647048,126.4647048,126.4647048
1937,11971.85505,3314.552106,8657.302945,11971.85505,3314.552106,8657.302945,11971.85505,3314.552106,8657.302945,127.1823371,127.1823371,127.1823371
1938,11754.09727,3324.831062,8429.266212,11754.09727,3324.831062,8429.266212,11754.09727,3324.831062,8429.266212,127.905393,127.905393,127.905393
1939,12061.58107,3319.548711,8742.03236,12061.58107,3319.548711,8742.03236,12061.58107,3319.548711,8742.03236,129.5013568,129.5013568,129.5013568
1940,12409.61386,3274.049486,9135.564379,12409.61386,3274.049486,9135.564379,12409.61386,3274.049486,9135.564379,130.1349943,130.1349943,130.1349943
1941,12524.73538,3210.353251,9314.382125,12524.73538,3210.353251,9314.382125,12524.73538,3210.353251,9314.382125,132.2180939,132.2180939,132.2180939
1942,12734.86797,3288.160874,9446.7071,12734.86797,3288.160874,9446.7071,12734.86797,3288.160874,9446.7071,134.7060241,134.7060241,134.7060241
1943,12992.41779,3269.143574,9723.274216,12992.41779,3269.143574,9723.274216,12992.41779,3269.143574,9723.274216,136.6296869,136.6296869,136.6296869
1944,13076.31556,3291.841556,9784.474005,13076.31556,3291.841556,9784.474005,13076.31556,3291.841556,9784.474005,138.9310562,138.9310562,138.9310562
1945,12447.31835,3293.685578,9153.632776,12447.31835,3293.685578,9153.632776,12447.31835,3293.685578,9153.632776,141.022964,141.022964,141.022964
1946,13306.71702,3601.956519,9704.760502,13306.71702,3601.956519,9704.760502,13306.71702,3601.956519,9704.760502,142.7064022,142.7064022,142.7064022
1947,14133.029,3714.411991,10418.61701,14133.029,3714.411991,10418.61701,14133.029,3714.411991,10418.61701,144.7944965,144.7944965,144.7944965
1948,14637.90978,3744.290791,10893.61899,14637.90978,3744.290791,10893.61899,14637.90978,3744.290791,10893.61899,147.2720295,147.2720295,147.2720295
1949,14714.60612,3782.548133,10932.05798,14714.60612,3782.548133,10932.05798,14714.60612,3782.548133,10932.05798,150.2157149,150.2157149,150.2157149
1950,15517.25786,3830.938177,11686.31968,15517.25786,3830.938177,11686.31968,15517.25786,3830.938177,11686.31968,152.2010084,152.2010084,152.2010084
1951,16873.22624,4631.084947,12242.14129,16873.22624,4631.084947,12242.14129,16873.22624,4631.084947,12242.14129,155.2719352,155.2719352,155.2719352
1952,17270.83082,4732.664117,12538.16671,17270.83082,4732.664117,12538.16671,17270.83082,4732.664117,12538.16671,160.5733576,160.5733576,160.5733576
1953,17622.98215,4722.234813,12900.74734,17622.98215,4722.234813,12900.74734,17622.98215,4722.234813,12900.74734,165.6818323,165.6818323,165.6818323
1954,18154.52305,4920.19064,13234.33241,18154.52305,4920.19064,13234.33241,18154.52305,4920.19064,13234.33241,170.3710079,170.3710079,170.3710079
1955,19136.60076,5085.59436,14051.0064,19136.60076,5085.59436,14051.0064,19136.60076,5085.59436,14051.0064,174.7404471,174.7404471,174.7404471
1956,20095.58591,5299.828735,14795.75718,20095.58591,5299.828735,14795.75718,20095.58591,5299.828735,14795.75718,180.6711175,180.6711175,180.6711175
1957,20726.78414,5414.199536,15312.5846,20726.78414,5414.199536,15312.5846,20726.78414,5414.199536,15312.5846,186.0555677,186.0555677,186.0555677
1958,21309.57106,5601.462885,15708.10817,21309.57106,5601.462885,15708.10817,21309.57106,5601.462885,15708.10817,188.3855399,188.3855399,188.3855399
1959,21762.41011,5400.1783,16362.23181,21762.41011,5400.1783,16362.23181,21762.41011,5400.1783,16362.23181,192.6867573,192.6867573,192.6867573
1960,22340.2264,5355.659833,16984.56657,22340.2264,5355.659833,16984.56657,22340.2264,5355.659833,16984.56657,197.2611005,197.2611005,197.2611005
1961,23003.27738,5610.847,17392.43038,23003.27738,5610.847,17392.43038,23003.27738,5610.847,17392.43038,205.1383413,205.1383413,205.1383413
1962,23511.74075,5572.613933,17939.12682,23511.74075,5572.613933,17939.12682,23511.74075,5572.613933,17939.12682,207.2122992,207.2122992,207.2122992
1963,24458.17379,5596.3765,18861.79729,24458.17379,5596.3765,18861.79729,24458.17379,5596.3765,18861.79729,216.1922656,216.1922656,216.1922656
1964,25077.54012,5563.5569,19513.98322,25077.54012,5563.5569,19513.98322,25077.54012,5563.5569,19513.98322,216.556163,216.556163,216.556163
1965,25985.04476,5677.731033,20307.31373,25985.04476,5677.731033,20307.31373,25985.04476,5677.731033,20307.31373,222.6664157,222.6664157,222.6664157
1966,26775.6073,5686.360533,21089.24676,26775.6073,5686.360533,21089.24676,26775.6073,5686.360533,21089.24676,226.3106958,226.3106958,226.3106958
1967,27644.8989,5847.963,21796.9359,27644.8989,5847.963,21796.9359,27644.8989,5847.963,21796.9359,232.3331465,232.3331465,232.3331465
1968,28381.34803,5668.8731,22712.47493,28381.34803,5668.8731,22712.47493,28381.34803,5668.8731,22712.47493,235.3354027,235.3354027,235.3354027
1969,29369.35407,5656.838367,23712.5157,29369.35407,5656.838367,23712.5157,29369.35407,5656.838367,23712.5157,239.1848516,239.1848516,239.1848516
1970,30438.71842,5613.6718,24825.04662,30438.71842,5613.6718,24825.04662,30438.71842,5613.6718,24825.04662,244.4183955,244.4183955,244.4183955
1971,30788.40775,5150.578033,25637.82972,30788.40775,5150.578033,25637.82972,30788.40775,5150.578033,25637.82972,249.2895331,249.2895331,249.2895331
1972,31570.97375,4862.489867,26708.48389,31570.97375,4862.489867,26708.48389,31570.97375,4862.489867,26708.48389,257.2102054,257.2102054,257.2102054
1973,32683.75103,4831.153433,27852.59759,32683.75103,4831.153433,27852.59759,32683.75103,4831.153433,27852.59759,260.294725,260.294725,260.294725
1974,32523.56056,4729.1475,27794.41306,32523.56056,4729.1475,27794.41306,32523.56056,4729.1475,27794.41306,261.8082771,261.8082771,261.8082771
1975,32612.66055,4775.5246,27837.13595,32612.66055,4775.5246,27837.13595,32612.66055,4775.5246,27837.13595,263.0585486,263.0585486,263.0585486
1976,33927.83073,4837.821633,29090.0091,33927.83073,4837.821633,29090.0091,33927.83073,4837.821633,29090.0091,269.9482097,269.9482097,269.9482097
1977,34887.67229,4954.6904,29932.98189,34887.67229,4954.6904,29932.98189,34887.67229,4954.6904,29932.98189,274.0301524,274.0301524,274.0301524
1978,35647.84896,4761.222033,30886.62692,35647.84896,4761.222033,30886.62692,35647.84896,4761.222033,30886.62692,276.3333545,276.3333545,276.3333545
1979,36261.04865,4589.050767,31671.99789,36261.04865,4589.050767,31671.99789,36261.04865,4589.050767,31671.99789,281.6000656,281.6000656,281.6000656
1980,36015.38702,4559.0688,31456.31822,36015.38702,4559.0688,31456.31822,36015.38702,4559.0688,31456.31822,283.3464702,283.3464702,283.3464702
1981,35489.78789,4590.867967,30898.91992,35489.78789,4590.867967,30898.91992,35489.78789,4590.867967,30898.91992,279.7894207,279.7894207,279.7894207
1982,35590.61772,4610.406533,30980.21119,35590.61772,4610.406533,30980.21119,35590.61772,4610.406533,30980.21119,287.6693154,287.6693154,287.6693154
1983,36111.90804,5251.240133,30860.66791,36111.90804,5251.240133,30860.66791,36111.90804,5251.240133,30860.66791,281.6176584,281.6176584,281.6176584
1984,36796.69305,5354.58,31442.11305,36796.69305,5354.58,31442.11305,36796.69305,5354.58,31442.11305,285.0030452,285.0030452,285.0030452
1985,37178.8092,5495.730533,31683.07866,37178.8092,5495.730533,31683.07866,37178.8092,5495.730533,31683.07866,285.6752697,285.6752697,285.6752697
1986,37894.45725,5607.019,32287.43825,37894.45725,5607.019,32287.43825,37894.45725,5607.019,32287.43825,290.8084488,290.8084488,290.8084488
1987,38662.40867,5554.162167,33108.2465,38662.40867,5554.162167,33108.2465,38662.40867,5554.162167,33108.2465,295.0485147,295.0485147,295.0485147
1988,39404.29136,5551.983433,33852.30792,39404.29136,5551.983433,33852.30792,39404.29136,5551.983433,33852.30792,298.6854951,298.6854951,298.6854951
1989,39891.61891,5614.4077,34277.21121,39891.61891,5614.4077,34277.21121,39891.61891,5614.4077,34277.21121,302.1641744,302.1641744,302.1641744
1990,39576.36432,5295.479933,34280.88438,39576.36432,5295.479933,34280.88438,39576.36432,5295.479933,34280.88438,305.2725547,305.2725547,305.2725547
1991,40696.60283,5998.185967,34698.41687,40696.60283,5998.185967,34698.41687,40696.60283,5998.185967,34698.41687,318.7311921,318.7311921,318.7311921
1992,40184.82148,6167.4723,34017.34918,40184.82148,6167.4723,34017.34918,40184.82148,6167.4723,34017.34918,299.4017955,299.4017955,299.4017955
1993,39863.68155,5667.8996,34195.78195,39863.68155,5667.8996,34195.78195,39863.68155,5667.8996,34195.78195,299.4425141,299.4425141,299.4425141
1994,40272.26465,5510.289033,34761.97562,40272.26465,5510.289033,34761.97562,40272.26465,5510.289033,34761.97562,310.2518368,310.2518368,310.2518368
1995,40642.00413,5445.6622,35196.34193,40642.00413,5445.6622,35196.34193,40642.00413,5445.6622,35196.34193,305.4095889,305.4095889,305.4095889
1996,41177.98805,5387.4469,35790.54115,41177.98805,5387.4469,35790.54115,41177.98805,5387.4469,35790.54115,307.2912075,307.2912075,307.2912075
1997,44812.8325,8000.636862,36812.19564,44812.8325,8000.636862,36812.19564,44812.8325,8000.636862,36812.19564,331.2889198,331.2889198,331.2889198
1998,41982.12255,5647.810562,36334.31199,41982.12255,5647.810562,36334.31199,41982.12255,5647.810562,36334.31199,315.3326212,315.3326212,315.3326212
1999,41172.42874,4776.350962,36396.07778,41172.42874,4776.350962,36396.07778,41172.42874,4776.350962,36396.07778,309.4083709,309.4083709,309.4083709
2000,41611.00889,4402.238762,37208.77013,41611.00889,4402.238762,37208.77013,41611.00889,4402.238762,37208.77013,310.1868098,310.1868098,310.1868098
2001,41088.5324,3524.472129,37564.06027,41088.5324,3524.472129,37564.06027,41088.5324,3524.472129,37564.06027,312.8963787,312.8963787,312.8963787
2002,42402.29524,3923.348629,38478.94662,42402.29524,3923.348629,38478.94662,42402.29524,3923.348629,38478.94662,322.2788312,322.2788312,322.2788312
2003,43243.20017,3301.819662,39941.38051,43243.20017,3301.819662,39941.38051,43243.20017,3301.819662,39941.38051,328.1242242,328.1242242,328.1242242
2004,45568.78772,3804.476395,41764.31132,45568.78772,3804.476395,41764.31132,45568.78772,3804.476395,41764.31132,338.9417722,338.9417722,338.9417722
2005,46836.14138,3758.465595,43077.67579,46836.14138,3758.465595,43077.67579,46836.14138,3758.465595,43077.67579,346.3955546,346.3955546,346.3955546
2006,48427.61911,4003.930962,44423.68815,48427.61911,4003.930962,44423.68815,48427.61911,4003.930962,44423.68815,356.4696896,356.4696896,356.4696896
2007,48961.26078,3540.631862,45420.62892,48961.26078,3540.631862,45420.62892,48961.26078,3540.631862,45420.62892,355.0225755,355.0225755,355.0225755
2008,48267.67185,2449.088662,45818.58319,48267.67185,2449.088662,45818.58319,48267.67185,2449.088662,45818.58319,360.4917105,360.4917105,360.4917105
2009,48285.56061,2766.155962,45519.40465,48285.56061,2766.155962,45519.40465,48285.56061,2766.155962,45519.40465,364.2003634,364.2003634,364.2003634
2010,50418.31802,3243.438262,47174.87976,50418.31802,3243.438262,47174.87976,50418.31802,3243.438262,47174.87976,370.8962528,370.8962528,370.8962528
2011,51691.08361,3348.037995,48343.04562,51691.08361,3348.037995,48343.04562,51691.08361,3348.037995,48343.04562,372.6576832,372.6576832,372.6576832
2012,52672.88382,3557.037995,49115.84582,52672.88382,3557.037995,49115.84582,52672.88382,3557.037995,49115.84582,380.8097666,380.8097666,380.8097666
2013,53500.36939,3366.371329,50133.99806,53500.36939,3366.371329,50133.99806,53500.36939,3366.371329,50133.99806,381.5943928,381.5943928,381.5943928
2014,54690.12094,4015.371329,50674.74961,54690.12094,4015.371329,50674.74961,54690.12094,4015.371329,50674.74961,387.8735392,387.8735392,387.8735392
2015,54392.12825,3517.44,50874.68825,54392.12825,3517.44,50874.68825,54392.12825,3517.44,50874.68825,388.0727957,388.0727957,388.0727957
2016,54328.83036,3449.655011,50879.17535,54398.49149,3449.108938,50949.38256,54809.79902,3465.860463,51343.93855,379.960875,382.2429819,388.0763491
2017,54265.35905,3381.68431,50883.67474,54404.87217,3380.590668,51024.2815,55228.61408,3414.139611,51814.47447,371.82673,376.397196,388.0799123
2018,54202.06116,3313.899322,50888.16183,54411.2354,3312.259606,51098.9758,55646.28484,3362.560074,52283.72476,363.7148093,370.5673823,388.0834658
2019,54138.76326,3246.114333,50892.64893,54417.59864,3243.928544,51173.6701,56063.9556,3310.980537,52752.97506,355.6028887,364.7375685,388.0870192
2020,54075.46537,3178.329344,50897.13602,54423.96188,3175.597482,51248.3644,56481.62636,3259.400999,53222.22536,347.490968,358.9077547,388.0905727
2021,53328.08907,2878.729661,50449.35941,52208.07712,2894.733268,49313.34385,56824.48427,3221.527088,53602.95719,341.3152707,347.2974758,389.2283159
2022,52582.75479,2579.948557,50002.80624,49998.24669,2614.636443,47383.61024,57166.40542,3183.756658,53982.64876,335.1564467,335.718919,390.3629506
2023,51837.42051,2281.167452,49556.25306,47788.41625,2334.539618,45453.87664,57508.32656,3145.986228,54362.34034,328.9976228,324.1403622,391.4975852
2024,51092.08623,1982.386347,49109.69988,45578.58582,2054.442793,43524.14303,57850.24771,3108.215797,54742.03191,322.8387989,312.5618054,392.6322199
2025,50344.70993,1682.786664,48661.92327,43362.70106,1773.578579,41589.12248,58193.10562,3070.341886,55122.76374,316.6631016,300.9515265,393.7699632
2026,49599.37565,1384.00556,48215.37009,41152.87063,1493.481753,39659.38887,58535.02677,3032.571456,55502.45531,310.5042777,289.3729697,394.9045978
2027,48854.04137,1085.224455,47768.81691,38943.0402,1213.384928,37729.65527,58876.94791,2994.801026,55882.14689,304.3454538,277.7944129,396.0392325
2028,48108.70708,786.4433505,47322.26373,36733.20976,933.288103,35799.92166,59218.86906,2957.030595,56261.83846,298.1866298,266.2158561,397.1738672
2029,47361.33079,486.8436674,46874.48712,34517.325,652.4238892,33864.90111,59561.72697,2919.156684,56642.57029,292.0109325,254.6055772,398.3116104
2030,46615.99651,188.0625628,46427.93394,32307.49457,372.327064,31935.1675,59903.64812,2881.386254,57022.26187,285.8521086,243.0270204,399.4462451
2031,45542.12247,130.5079511,45411.61452,30938.01094,473.4038198,30464.60712,59930.74586,2809.718079,57121.02778,281.5482707,238.7879274,397.782207
2032,44468.24844,72.9533394,44395.2951,29568.52731,574.4805755,28994.04673,59957.84361,2738.049905,57219.7937,277.2444329,234.5488343,396.1181689
2033,43391.43229,15.24104384,43376.19124,28195.29167,675.8342539,27519.45741,59985.01559,2666.185379,57318.83021,272.9288038,230.2981273,394.4495718
2034,42317.55825,-42.31356786,42359.87182,26825.80803,776.9110096,26048.89702,60012.11334,2594.517204,57417.59613,268.624966,226.0590342,392.7855337
2035,41243.68422,-99.86817955,41343.5524,25456.3244,877.9877654,24578.33664,60039.21108,2522.849029,57516.36205,264.3211282,221.8199412,391.1214956
2036,40169.81019,-157.4227912,40327.23298,24086.84077,979.0645211,23107.77625,60066.30883,2451.180855,57615.12797,260.0172903,217.5808481,389.4574576
2037,39092.99404,-215.1350868,39308.12912,22713.60513,1080.4182,21633.18693,60093.48081,2379.316329,57714.16448,255.7016612,213.3301411,387.7888605
2038,38019.12,-272.6896985,38291.8097,21344.1215,1181.494955,20162.62654,60120.57855,2307.648154,57812.9304,251.3978234,209.0910481,386.1248224
2039,36945.24597,-330.2443102,37275.49028,19974.63787,1282.571711,18692.06616,60147.6763,2235.979979,57911.69632,247.0939856,204.851955,384.4607843
2040,35871.37194,-387.7989219,36259.17086,18605.15424,1383.648467,17221.50577,60174.77404,2164.311804,58010.46224,242.7901478,200.6128619,382.7967462
2041,34907.86081,-525.1440102,35433.00482,17667.02095,1163.353511,16503.66744,60000.97012,1997.65359,58003.31653,239.6159421,197.5654335,380.2288542
2042,33946.98223,-662.1138388,34609.09607,16731.45087,943.6604539,15787.79041,59827.64107,1831.450726,57996.19035,236.450409,194.5263314,377.6679783
2043,32986.10365,-799.0836673,33785.18732,15795.88079,723.9673968,15071.91339,59654.31203,1665.247861,57989.06416,233.284876,191.4872293,375.1071024
2044,32025.22507,-936.0534959,32961.27856,14860.31071,504.2743397,14356.03637,59480.98298,1499.044997,57981.93798,230.119343,188.4481272,372.5462265
2045,31061.71394,-1073.398584,32135.11253,13922.17742,283.9793838,13638.19803,59307.17906,1332.386783,57974.79227,226.9451373,185.4006988,369.9783345
2046,30100.83536,-1210.368413,31311.20378,12986.60734,64.28632677,12922.32101,59133.85001,1166.183919,57967.66609,223.7796043,182.3615966,367.4174585
2047,29139.95678,-1347.338241,30487.29502,12051.03725,-155.4067303,12206.44398,58960.52096,999.9810544,57960.53991,220.6140713,179.3224945,364.8565826
2048,28179.0782,-1484.30807,29663.38627,11115.46717,-375.0997874,11490.56696,58787.19191,833.7781902,57953.41372,217.4485383,176.2833924,362.2957067
2049,27215.56708,-1621.653158,28837.22023,10177.33389,-595.3947432,10772.72863,58613.38799,667.1199757,57946.26802,214.2743326,173.235964,359.7278147
2050,26254.68849,-1758.622987,28013.31148,9241.763804,-815.0878003,10056.8516,58440.05894,500.9171115,57939.14183,211.1087996,170.1968619,357.1669388
2051,25451.89005,-1841.376892,27293.26695,8845.196635,-882.5935509,9727.790186,58031.89998,296.9456405,57734.95434,209.0881809,168.9337575,354.3839135
2052,24649.09161,-1924.130797,26573.22241,8448.629467,-950.0993014,9398.728768,57623.74102,92.97416951,57530.76685,207.0675623,167.6706532,351.6008882
2053,23844.09373,-2007.111426,25851.20515,8050.975813,-1017.789999,9068.765812,57214.46381,-111.5561274,57326.01994,205.0414077,166.4040883,348.8102382
2054,23041.29529,-2089.865331,25131.16062,7654.408645,-1085.29575,8739.704395,56806.30485,-315.5275984,57121.83245,203.0207891,165.1409839,346.0272129
2055,22238.49684,-2172.619236,24411.11608,7257.841476,-1152.8015,8410.642977,56398.14589,-519.4990694,56917.64496,201.0001705,163.8778796,343.2441876
2056,21435.6984,-2255.373141,23691.07155,6861.274308,-1220.307251,8081.581559,55989.98693,-723.4705403,56713.45747,198.9795518,162.6147752,340.4611623
2057,20630.70052,-2338.35377,22969.05429,6463.620654,-1287.997949,7751.618603,55580.70972,-928.0008373,56508.71056,196.9533972,161.3482103,337.6705123
2058,19827.90208,-2421.107675,22249.00975,6067.053486,-1355.503699,7422.557185,55172.55076,-1131.972308,56304.52307,194.9327786,160.0851059,334.887487
2059,19025.10364,-2503.86158,21528.96522,5670.486317,-1423.00945,7093.495767,54764.3918,-1335.943779,56100.33558,192.91216,158.8220016,332.1044617
2060,18222.3052,-2586.615486,20808.92068,5273.919149,-1490.5152,6764.434349,54356.23283,-1539.91525,55896.14809,190.8915413,157.5588972,329.3214364
2061,17548.03367,-2586.350272,20134.38394,4947.909107,-1524.75704,6472.666147,53808.27803,-1607.171199,55415.44923,188.4413322,156.446851,328.0507665
2062,16875.60442,-2586.085784,19461.69021,4622.789803,-1558.905323,6181.695126,53261.82037,-1674.243387,54936.06376,185.9978176,155.3378431,326.7835683
2063,16203.17517,-2585.821295,18788.99647,4297.670499,-1593.053606,5890.724105,52715.36271,-1741.315576,54456.67829,183.554303,154.2288353,325.5163702
2064,15530.74592,-2585.556807,18116.30273,3972.551195,-1627.201888,5599.753084,52168.90505,-1808.387765,53977.29281,181.1107885,153.1198274,324.249172
2065,14856.4744,-2585.291594,17441.76599,3646.541154,-1661.443728,5307.984882,51620.95024,-1875.643714,53496.59396,178.6605793,152.0077812,322.9785021
2066,14184.04515,-2585.027105,16769.07225,3321.42185,-1695.592011,5017.013861,51074.49258,-1942.715903,53017.20849,176.2170647,150.8987733,321.711304
2067,13511.6159,-2584.762617,16096.37851,2996.302546,-1729.740294,4726.042839,50528.03492,-2009.788091,52537.82302,173.7735501,149.7897655,320.4441059
2068,12839.18664,-2584.498129,15423.68477,2671.183242,-1763.888576,4435.071818,49981.57726,-2076.86028,52058.43754,171.3300356,148.6807576,319.1769077
2069,12164.91512,-2584.232915,14749.14804,2345.1732,-1798.130416,4143.303616,49433.62246,-2144.116229,51577.73869,168.8798264,147.5687114,317.9062378
2070,11492.48587,-2583.968427,14076.4543,2020.053896,-1832.278699,3852.332595,48887.1648,-2211.188418,51098.35322,166.4363118,146.4597035,316.6390397
2071,10646.94529,-2569.269822,13216.21512,1698.117241,-1861.232946,3559.350187,47976.16311,-2329.739102,50305.90221,163.7253829,145.0392512,315.2666161
2072,9801.404717,-2554.571216,12355.97593,1376.180587,-1890.187193,3266.367779,47065.16142,-2448.289786,49513.4512,161.014454,143.6187989,313.8941925
2073,8953.54759,-2539.83234,11493.37993,1053.361914,-1919.220766,2972.58268,46151.66383,-2567.165266,48718.8291,158.2960979,142.194455,312.5180088
2074,8108.007013,-2525.133735,10633.14075,731.4252594,-1948.175013,2679.600272,45240.66214,-2685.71595,47926.37809,155.585169,140.7740027,311.1455852
2075,7262.466436,-2510.43513,9772.901565,409.4886048,-1977.12926,2386.617865,44329.66045,-2804.266635,47133.92709,152.8742401,139.3535504,309.7731616
2076,6416.925859,-2495.736524,8912.662383,87.55195023,-2006.083507,2093.635457,43418.65876,-2922.817319,46341.47608,150.1633112,137.9330981,308.400738
2077,5569.068732,-2480.997649,8050.066381,-235.2667226,-2035.11708,1799.850357,42505.16118,-3041.692799,45546.85398,147.4449551,136.5087542,307.0245543
2078,4723.528155,-2466.299043,7189.827198,-557.2033772,-2064.071327,1506.86795,41594.15949,-3160.243483,44754.40297,144.7340262,135.0883019,305.6521307
2079,3877.987578,-2451.600438,6329.588015,-879.1400318,-2093.025574,1213.885542,40683.1578,-3278.794167,43961.95196,142.0230973,133.6678496,304.2797071
2080,3032.447001,-2436.901832,5469.348833,-1201.076686,-2121.97982,920.9031341,39772.15611,-3397.344852,43169.50096,139.3121684,132.2473973,302.9072835
2081,2509.566089,-2401.612216,4911.178305,-1553.660345,-2132.097455,578.4371099,38687.90667,-3489.498828,42177.4055,138.3921606,131.0968877,302.4974036
2082,1988.113814,-2366.419019,4354.532833,-1905.28066,-2142.187445,236.9067852,37606.61967,-3581.401017,41188.02069,137.4746665,129.9495217,302.0886437
2083,1466.661539,-2331.225822,3797.887361,-2256.900975,-2152.277435,-104.6235395,36525.33267,-3673.303206,40198.63588,136.5571724,128.8021556,301.6798837
2084,945.2092642,-2296.032625,3241.241889,-2608.52129,-2162.367426,-446.1538642,35444.04567,-3765.205396,39209.25107,135.6396783,127.6547895,301.2711237
2085,422.3283528,-2260.743009,2683.071362,-2961.104948,-2172.48506,-788.6198884,34359.79624,-3857.359372,38217.15561,134.7196705,126.50428,300.8612438
2086,-99.12392216,-2225.549812,2126.42589,-3312.725263,-2182.57505,-1130.150213,33278.50924,-3949.261561,37227.7708,133.8021764,125.3569139,300.4524838
2087,-620.5761972,-2190.356615,1569.780418,-3664.345578,-2192.66504,-1471.680538,32197.22224,-4041.163751,36238.38599,132.8846823,124.2095478,300.0437239
