conditionality,model,region,scenario,unit,variable,2000-01-01 00:00:00,2001-01-01 00:00:00,2002-01-01 00:00:00,2003-01-01 00:00:00,2004-01-01 00:00:00,2005-01-01 00:00:00,2006-01-01 00:00:00,2007-01-01 00:00:00,2008-01-01 00:00:00,2009-01-01 00:00:00,2010-01-01 00:00:00,2011-01-01 00:00:00,2012-01-01 00:00:00,2013-01-01 00:00:00,2014-01-01 00:00:00,2015-01-01 00:00:00,2016-01-01 00:00:00,2017-01-01 00:00:00,2018-01-01 00:00:00,2019-01-01 00:00:00,2020-01-01 00:00:00,2021-01-01 00:00:00,2022-01-01 00:00:00,2023-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,2026-01-01 00:00:00,2027-01-01 00:00:00,2028-01-01 00:00:00,2029-01-01 00:00:00,2030-01-01 00:00:00,2031-01-01 00:00:00,2032-01-01 00:00:00,2033-01-01 00:00:00,2034-01-01 00:00:00,2035-01-01 00:00:00,2036-01-01 00:00:00,2037-01-01 00:00:00,2038-01-01 00:00:00,2039-01-01 00:00:00,2040-01-01 00:00:00,2041-01-01 00:00:00,2042-01-01 00:00:00,2043-01-01 00:00:00,2044-01-01 00:00:00,2045-01-01 00:00:00,2046-01-01 00:00:00,2047-01-01 00:00:00,2048-01-01 00:00:00,2049-01-01 00:00:00,2050-01-01 00:00:00
R,NDC Factsheets,World,unspecified,N/A,World | High NDC | Non-CO2 GHG excl. LULUCF | Harmonised,12496.0,12516.0,12585.0,12899.0,13264.0,13530.0,13723.0,13879.0,14029.0,13968.0,14272.0,14668.0,14909.0,14991.0,15206.0,15239.0,15306.0,15453.0,15643.0,15720.0,15749.0,15819.0,15887.0,15955.0,16023.0,16089.0,15992.0,15896.0,15800.0,15705.0,15610.0,15427.0,15237.0,15047.0,14857.0,14667.0,14477.0,14286.0,14095.0,13904.0,13712.0,13521.0,13329.0,13137.0,12944.0,12752.0,12559.0,12366.0,12173.0,11980.0,11786.0
R,NDC Factsheets,World,unspecified,N/A,World | Low NDC | Total excl. LULUCF | Harmonised,37821.0,38015.0,38675.0,40272.0,41893.0,43143.0,44336.0,45420.0,46193.0,45624.0,47570.0,48980.0,49684.0,50057.0,50750.0,50875.0,50986.0,51633.0,52427.0,52740.0,53279.0,53896.0,54512.0,55127.0,55742.0,56355.0,56592.0,56828.0,57063.0,57298.0,57532.0,56917.0,56289.0,55659.0,55028.0,54396.0,53763.0,53129.0,52494.0,51858.0,51220.0,50582.0,49943.0,49303.0,48662.0,48019.0,47376.0,46732.0,46088.0,45442.0,44796.0
R,NDC Factsheets,World,unspecified,N/A,World | High NDC | Total excl. LULUCF | Harmonised,37821.0,38015.0,38675.0,40272.0,41893.0,43143.0,44336.0,45420.0,46193.0,45624.0,47570.0,48980.0,49684.0,50057.0,50750.0,50875.0,50986.0,51633.0,52427.0,52740.0,52768.0,52876.0,52983.0,53089.0,53196.0,53303.0,53089.0,52875.0,52661.0,52448.0,52235.0,51259.0,50270.0,49280.0,48288.0,47295.0,46302.0,45307.0,44311.0,43314.0,42316.0,41317.0,40317.0,39316.0,38314.0,37311.0,36307.0,35303.0,34297.0,33291.0,32284.0
R,NDC Factsheets,World,unspecified,N/A,World | Low NDC | Total incl. LULUCF | Harmonised,42119.0,42141.0,43069.0,45420.0,47303.0,47771.0,48530.0,49420.0,50171.0,48582.0,50563.0,51968.0,52715.0,53304.0,53916.0,54214.0,54754.0,55338.0,56069.0,56320.0,56796.0,57297.0,57817.0,58336.0,58854.0,59372.0,59513.0,59653.0,59793.0,59932.0,60070.0,58964.0,58088.0,57211.0,56333.0,55453.0,54573.0,53692.0,52809.0,51925.0,51041.0,50245.0,49448.0,48651.0,47852.0,47053.0,46252.0,45451.0,44649.0,43846.0,43042.0
R,NDC Factsheets,World,unspecified,N/A,World | High NDC | Total incl. LULUCF | Harmonised,42119.0,42141.0,43069.0,45420.0,47303.0,47771.0,48530.0,49420.0,50171.0,48582.0,50563.0,51968.0,52715.0,53304.0,53916.0,54214.0,54754.0,55338.0,56069.0,56320.0,56285.0,56276.0,56287.0,56298.0,56309.0,56319.0,56010.0,55700.0,55391.0,55082.0,54773.0,53306.0,52069.0,50831.0,49593.0,48353.0,47111.0,45869.0,44626.0,43381.0,42136.0,40980.0,39822.0,38664.0,37505.0,36345.0,35183.0,34021.0,32859.0,31695.0,30530.0
C,NDC Factsheets,World,unspecified,N/A,NDC Countries | Low NDC | NDC Sectors excl. LULUCF ,32961.0,33144.0,33748.0,35185.0,36571.0,37624.0,38659.0,39657.0,40318.0,39693.0,41509.0,42745.0,43319.0,43662.0,44299.0,44445.0,44550.0,45132.0,45859.0,46058.0,46126.0,46259.0,46392.0,46525.0,46658.0,46791.0,46544.0,46296.0,46049.0,45802.0,45555.0,30279.0,29189.0,28099.0,27009.0,25919.0,24829.0,23739.0,22649.0,21559.0,20469.0,19379.0,18289.0,17199.0,16110.0,15020.0,13930.0,12840.0,11750.0,10660.0,9570.0
C,NDC Factsheets,World,unspecified,N/A,NDC Countries | High NDC | NDC Sectors excl. LULUCF,32961.0,33144.0,33748.0,35185.0,36571.0,37624.0,38659.0,39657.0,40318.0,39693.0,41509.0,42745.0,43319.0,43662.0,44299.0,44445.0,44550.0,45132.0,45859.0,46058.0,45969.0,45945.0,45921.0,45897.0,45873.0,45848.0,45549.0,45253.0,44957.0,44661.0,44364.0,29522.0,28321.0,27120.0,25919.0,24718.0,23517.0,22316.0,21115.0,19914.0,18713.0,17511.0,16310.0,15109.0,13908.0,12707.0,11506.0,10305.0,9104.0,7903.0,6702.0
C,NDC Factsheets,World,unspecified,N/A,NDC Countries | Low NDC | Total excl. LULUCF,34466.0,34700.0,35310.0,36843.0,38314.0,39467.0,40570.0,41571.0,42307.0,41818.0,43648.0,45036.0,45745.0,46134.0,46791.0,46874.0,46930.0,47493.0,48224.0,48509.0,48693.0,48949.0,49205.0,49461.0,49717.0,49973.0,49833.0,49692.0,49552.0,49411.0,49270.0,48486.0,47688.0,46890.0,46091.0,45290.0,44488.0,43686.0,42882.0,42077.0,41271.0,40464.0,39657.0,38848.0,38039.0,37228.0,36417.0,35605.0,34792.0,33978.0,33163.0
C,NDC Factsheets,World,unspecified,N/A,NDC Countries | High NDC | Total excl. LULUCF,34466.0,34700.0,35310.0,36843.0,38314.0,39467.0,40570.0,41571.0,42307.0,41818.0,43648.0,45036.0,45745.0,46134.0,46791.0,46874.0,46930.0,47493.0,48224.0,48509.0,48535.0,48634.0,48733.0,48832.0,48931.0,49030.0,48840.0,48649.0,48459.0,48268.0,48078.0,47134.0,46178.0,45220.0,44261.0,43302.0,42341.0,41379.0,40416.0,39452.0,38487.0,37521.0,36554.0,35586.0,34617.0,33648.0,32677.0,31706.0,30734.0,29761.0,28787.0
C,NDC Factsheets,World,unspecified,N/A,World | Low NDC | Total excl. LULUCF,35595.0,35788.0,36441.0,37990.0,39553.0,40763.0,41929.0,42994.0,43743.0,43180.0,45086.0,46428.0,47089.0,47449.0,48104.0,48223.0,48321.0,48945.0,49708.0,50009.0,50188.0,50439.0,50689.0,50940.0,51190.0,51441.0,51295.0,51150.0,51004.0,50858.0,50713.0,49923.0,49120.0,48317.0,47512.0,46706.0,45899.0,45091.0,44282.0,43472.0,42661.0,41849.0,41036.0,40222.0,39408.0,38592.0,37775.0,36958.0,36140.0,35321.0,34501.0
C,NDC Factsheets,World,unspecified,N/A,World | High NDC | Total excl. LULUCF,35595.0,35788.0,36441.0,37990.0,39553.0,40763.0,41929.0,42994.0,43743.0,43180.0,45086.0,46428.0,47089.0,47449.0,48104.0,48223.0,48321.0,48945.0,49708.0,50009.0,50031.0,50124.0,50218.0,50311.0,50405.0,50498.0,50302.0,50107.0,49911.0,49716.0,49520.0,48571.0,47609.0,46647.0,45683.0,44718.0,43752.0,42784.0,41816.0,40847.0,39877.0,38906.0,37934.0,36960.0,35987.0,35012.0,34036.0,33059.0,32082.0,31104.0,30125.0
C,NDC Factsheets,World,unspecified,N/A,World | Low NDC | CO2 excl. LULUCF,25662.0,25838.0,26436.0,27737.0,29010.0,30008.0,31020.0,31961.0,32592.0,32077.0,33741.0,34768.0,35238.0,35533.0,36017.0,36110.0,36154.0,36661.0,37273.0,37513.0,37625.0,37777.0,37930.0,38084.0,38239.0,38395.0,38317.0,38238.0,38158.0,38078.0,37998.0,37327.0,36648.0,35968.0,35288.0,34606.0,33924.0,33241.0,32556.0,31872.0,31186.0,30499.0,29812.0,29124.0,28435.0,27745.0,27055.0,26364.0,25673.0,24980.0,24287.0
C,NDC Factsheets,World,unspecified,N/A,World | High NDC | CO2 excl. LULUCF,25662.0,25838.0,26436.0,27737.0,29010.0,30008.0,31020.0,31961.0,32592.0,32077.0,33741.0,34768.0,35238.0,35533.0,36017.0,36110.0,36154.0,36661.0,37273.0,37513.0,37512.0,37550.0,37589.0,37628.0,37668.0,37709.0,37590.0,37471.0,37352.0,37232.0,37112.0,36309.0,35498.0,34686.0,33873.0,33060.0,32245.0,31430.0,30614.0,29797.0,28979.0,28160.0,27341.0,26521.0,25700.0,24879.0,24056.0,23233.0,22409.0,21585.0,20760.0
C,NDC Factsheets,World,unspecified,N/A,World | Low NDC | Non-CO2 GHG excl. LULUCF,9933.0,9949.0,10004.0,10254.0,10543.0,10755.0,10908.0,11032.0,11152.0,11103.0,11345.0,11660.0,11851.0,11916.0,12088.0,12114.0,12167.0,12284.0,12435.0,12496.0,12563.0,12662.0,12759.0,12856.0,12951.0,13046.0,12979.0,12912.0,12846.0,12780.0,12715.0,12596.0,12472.0,12348.0,12224.0,12100.0,11975.0,11851.0,11726.0,11601.0,11475.0,11350.0,11224.0,11099.0,10973.0,10847.0,10720.0,10594.0,10467.0,10341.0,10214.0
C,NDC Factsheets,World,unspecified,N/A,World | High NDC | Non-CO2 GHG excl. LULUCF,9933.0,9949.0,10004.0,10254.0,10543.0,10755.0,10908.0,11032.0,11152.0,11103.0,11345.0,11660.0,11851.0,11916.0,12088.0,12114.0,12167.0,12284.0,12435.0,12496.0,12519.0,12574.0,12629.0,12683.0,12736.0,12789.0,12712.0,12636.0,12559.0,12484.0,12408.0,12262.0,12112.0,11961.0,11809.0,11658.0,11506.0,11354.0,11202.0,11050.0,10898.0,10745.0,10592.0,10439.0,10286.0,10133.0,9980.0,9826.0,9672.0,9518.0,9364.0
C,NDC Factsheets,World,unspecified,N/A,World | Low NDC | CO2 FOLU - adjusted,4298.0,4125.0,4395.0,5149.0,5410.0,4628.0,4195.0,4000.0,3978.0,2958.0,2993.0,2988.0,3032.0,3246.0,3166.0,3339.0,3768.0,3705.0,3642.0,3579.0,3517.0,3401.0,3305.0,3209.0,3113.0,3016.0,2921.0,2825.0,2729.0,2634.0,2538.0,2047.0,1799.0,1552.0,1304.0,1057.0,810.0,562.0,315.0,68.00000000000003,-180.00000000000003,-337.0,-495.0,-652.0,-809.0,-967.0,-1124.0,-1281.0,-1439.0,-1596.0,-1753.0
C,NDC Factsheets,World,unspecified,N/A,World | High NDC | CO2 FOLU - adjusted,4298.0,4125.0,4395.0,5149.0,5410.0,4628.0,4195.0,4000.0,3978.0,2958.0,2993.0,2988.0,3032.0,3246.0,3166.0,3339.0,3768.0,3705.0,3642.0,3579.0,3517.0,3401.0,3305.0,3209.0,3113.0,3016.0,2921.0,2825.0,2729.0,2634.0,2538.0,2047.0,1799.0,1552.0,1304.0,1057.0,810.0,562.0,315.0,68.00000000000003,-180.00000000000003,-337.0,-495.0,-652.0,-809.0,-967.0,-1124.0,-1281.0,-1439.0,-1596.0,-1753.0
C,NDC Factsheets,World,unspecified,N/A,World | Low NDC | CO2 incl. LULUCF | Not Harmonised,29960.0,29964.0,30831.0,32885.0,34420.0,34635.0,35215.0,35961.0,36569.0,35035.0,36734.0,37756.0,38270.0,38780.0,39183.0,39449.0,39922.0,40366.0,40916.0,41092.0,41142.0,41178.0,41235.0,41293.0,41352.0,41412.0,41238.0,41063.0,40888.0,40712.0,40536.0,39374.0,38447.0,37520.0,36592.0,35663.0,34734.0,33803.0,32871.0,31939.0,31006.0,30162.0,29317.0,28472.0,27626.0,26779.0,25931.0,25083.0,24234.0,23384.0,22534.0
C,NDC Factsheets,World,unspecified,N/A,World | High NDC | CO2 incl. LULUCF | Not Harmonised,29960.0,29964.0,30831.0,32885.0,34420.0,34635.0,35215.0,35961.0,36569.0,35035.0,36734.0,37756.0,38270.0,38780.0,39183.0,39449.0,39922.0,40366.0,40916.0,41092.0,41028.0,40951.0,40894.0,40837.0,40781.0,40725.0,40511.0,40296.0,40081.0,39866.0,39650.0,38355.0,37297.0,36238.0,35178.0,34117.0,33055.0,31992.0,30929.0,29864.0,28799.0,27823.0,26847.0,25869.0,24891.0,23912.0,22932.0,21952.0,20971.0,19989.0,19007.0
C,NDC Factsheets,World,unspecified,N/A,World | Ref Scenario | Total excl. LULUCF,37209.0,37564.0,38479.0,39941.0,41764.0,43078.0,44424.0,45421.0,45819.0,45519.0,47175.0,48343.0,49116.0,50134.0,50675.0,50875.0,50949.0,51024.0,51099.0,51174.0,51248.0,49313.0,47384.0,45454.0,43524.0,41589.0,39659.0,37730.0,35800.0,33865.0,31935.0,30465.0,28994.0,27519.0,26049.0,24578.0,23108.0,21633.0,20163.0,18692.0,17222.0,16504.0,15788.0,15072.0,14356.0,13638.0,12922.0,12206.0,11491.0,10773.0,10057.0
C,NDC Factsheets,World,unspecified,N/A,World | Ref Scenario | CO2 excl. LULUCF,25260.0,25494.0,26010.0,27207.0,28629.0,29658.0,30628.0,31812.0,32002.0,31459.0,32890.0,33918.0,34397.0,35396.0,35616.0,35635.0,35812.0,35989.0,36165.0,36342.0,36518.0,35111.0,33708.0,32305.0,30902.0,29495.0,28091.0,26688.0,25285.0,23878.0,22475.0,21137.0,19800.0,18458.0,17121.0,15783.0,14446.0,13104.0,11767.0,10429.0,9091.0,8468.0,7846.0,7223.0,6601.0,5978.0,5356.0,4733.0,4111.0,3488.0,2865.0
C,NDC Factsheets,World,unspecified,N/A,World | Ref Scenario | CO2 FOLU,4402.0,3524.0,3923.0,3302.0,3804.0,3758.0,4004.0,3541.0,2449.0,2766.0,3243.0,3348.0,3557.0,3366.0,4015.0,3517.0,3449.0,3381.0,3312.0,3244.0,3176.0,2895.0,2615.0,2335.0,2054.0,1774.0,1493.0,1213.0,933.0,652.0,372.0,473.0,574.0,676.0,777.0,878.0,979.0,1080.0,1181.0,1283.0,1384.0,1163.0,944.0,724.0,504.0,284.0,64.0,-155.0,-375.0,-595.0,-815.0
C,NDC Factsheets,World,unspecified,N/A,World | Ref Scenario | Total incl. LULUCF,41611.0,41089.0,42402.0,43243.0,45569.0,46836.0,48428.0,48961.0,48268.0,48286.0,50418.0,51691.0,52673.0,53500.0,54690.0,54392.0,54398.0,54405.0,54411.0,54418.0,54424.0,52208.0,49998.0,47788.0,45579.0,43363.0,41153.0,38943.0,36733.0,34517.0,32307.0,30938.0,29569.0,28195.0,26826.0,25456.0,24087.0,22714.0,21344.0,19975.0,18605.0,17667.0,16731.0,15796.0,14860.0,13922.0,12987.0,12051.0,11115.0,10177.0,9242.0
C,NDC Factsheets,World,unspecified,N/A,World | Ref Scenario | non-CO2 GHG excl. FOLU,11949.0,12070.0,12469.0,12734.0,13135.0,13420.0,13796.0,13609.0,13816.0,14060.0,14284.0,14425.0,14719.0,14738.0,15059.0,15239.0,15138.0,15036.0,14934.0,14832.0,14730.0,14202.0,13676.0,13149.0,12623.0,12095.0,11568.0,11041.0,10515.0,9987.0,9460.0,9327.0,9194.0,9061.0,8928.0,8795.0,8662.0,8529.0,8396.0,8263.0,8130.0,8036.0,7942.0,7848.0,7755.0,7661.0,7567.0,7473.0,7379.0,7285.0,7191.0
C,NDC Factsheets,World,unspecified,N/A,World | Harmonisation Adjustment Total excl. LULUCF,1614.0,1776.0,2038.0,1951.0,2211.0,2315.0,2495.0,2427.0,2075.0,2339.0,2089.0,1915.0,2027.0,2685.0,2570.0,2651.0,2628.0,2080.0,1391.0,1165.0,939.0,712.3808219178082,486.38082191780825,260.38082191780813,34.380821917808134,-192.2383561643835,-418.2383561643835,-644.2383561643835,-870.2383561643837,-1096.8575342465756,-1322.8575342465756,-1548.8575342465756,-1774.8575342465756,-2001.476712328767,-2227.476712328767,-2453.476712328767,-2679.476712328767,-2906.0958904109593,-3132.0958904109593,-3358.0958904109593,-3584.0958904109593,-3810.715068493151,-4036.715068493151,-4262.715068493151,-4488.715068493151,-4715.334246575342,-4941.334246575342,-5167.334246575342,-5393.334246575342,-5619.953424657534,-5845.953424657534
C,NDC Factsheets,World,unspecified,N/A,World | Fossil CO2 Harmonisation Adjustment,-402.0,-344.0,-426.0,-529.0,-381.0,-349.0,-392.0,-150.0,-589.0,-618.0,-850.0,-850.0,-841.0,-137.0,-401.0,-474.0,-343.0,-672.0,-1108.0,-1171.0,-1234.0,-1297.172602739726,-1360.172602739726,-1423.172602739726,-1486.172602739726,-1549.345205479452,-1612.345205479452,-1675.345205479452,-1738.345205479452,-1801.517808219178,-1864.517808219178,-1927.517808219178,-1990.517808219178,-2053.690410958904,-2116.690410958904,-2179.690410958904,-2242.690410958904,-2305.8630136986303,-2368.8630136986303,-2431.8630136986303,-2494.8630136986303,-2558.035616438356,-2621.035616438356,-2684.035616438356,-2747.035616438356,-2810.2082191780823,-2873.2082191780823,-2936.2082191780823,-2999.2082191780823,-3062.380821917808,-3125.380821917808
