ambition,conditionality,country_extension,exclude_hot_air,model,model_version,pathway_id,region,scenario,unit,variable,2000-01-01 00:00:00,2001-01-01 00:00:00,2002-01-01 00:00:00,2003-01-01 00:00:00,2004-01-01 00:00:00,2005-01-01 00:00:00,2006-01-01 00:00:00,2007-01-01 00:00:00,2008-01-01 00:00:00,2009-01-01 00:00:00,2010-01-01 00:00:00,2011-01-01 00:00:00,2012-01-01 00:00:00,2013-01-01 00:00:00,2014-01-01 00:00:00,2015-01-01 00:00:00,2016-01-01 00:00:00,2017-01-01 00:00:00,2018-01-01 00:00:00,2019-01-01 00:00:00,2020-01-01 00:00:00,2021-01-01 00:00:00,2022-01-01 00:00:00,2023-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,2026-01-01 00:00:00,2027-01-01 00:00:00,2028-01-01 00:00:00,2029-01-01 00:00:00,2030-01-01 00:00:00,2031-01-01 00:00:00,2032-01-01 00:00:00,2033-01-01 00:00:00,2034-01-01 00:00:00,2035-01-01 00:00:00,2036-01-01 00:00:00,2037-01-01 00:00:00,2038-01-01 00:00:00,2039-01-01 00:00:00,2040-01-01 00:00:00,2041-01-01 00:00:00,2042-01-01 00:00:00,2043-01-01 00:00:00,2044-01-01 00:00:00,2045-01-01 00:00:00,2046-01-01 00:00:00,2047-01-01 00:00:00,2048-01-01 00:00:00,2049-01-01 00:00:00,2050-01-01 00:00:00,2051-01-01 00:00:00,2052-01-01 00:00:00,2053-01-01 00:00:00,2054-01-01 00:00:00,2055-01-01 00:00:00,2056-01-01 00:00:00,2057-01-01 00:00:00,2058-01-01 00:00:00,2059-01-01 00:00:00,2060-01-01 00:00:00,2061-01-01 00:00:00,2062-01-01 00:00:00,2063-01-01 00:00:00,2064-01-01 00:00:00,2065-01-01 00:00:00,2066-01-01 00:00:00,2067-01-01 00:00:00,2068-01-01 00:00:00,2069-01-01 00:00:00,2070-01-01 00:00:00,2071-01-01 00:00:00,2072-01-01 00:00:00,2073-01-01 00:00:00,2074-01-01 00:00:00,2075-01-01 00:00:00,2076-01-01 00:00:00,2077-01-01 00:00:00,2078-01-01 00:00:00,2079-01-01 00:00:00,2080-01-01 00:00:00,2081-01-01 00:00:00,2082-01-01 00:00:00,2083-01-01 00:00:00,2084-01-01 00:00:00,2085-01-01 00:00:00,2086-01-01 00:00:00,2087-01-01 00:00:00,2088-01-01 00:00:00,2089-01-01 00:00:00,2090-01-01 00:00:00,2091-01-01 00:00:00,2092-01-01 00:00:00,2093-01-01 00:00:00,2094-01-01 00:00:00,2095-01-01 00:00:00,2096-01-01 00:00:00,2097-01-01 00:00:00,2098-01-01 00:00:00,2099-01-01 00:00:00,2100-01-01 00:00:00
high,U,constant,exclude,NDC Factsheet,12Nov2021a_CR,2021-11-09_1,World,2021-11-09_1__high__U__constant__exclude,Mt BC / yr,AR6 climate diagnostics|Infilled|Emissions|BC,11.639932491535273,11.512175679726198,11.384767930244474,11.257360180762747,11.129952431281025,11.00219561947195,10.874787869990223,10.7473801205085,10.619972371026773,10.4922155592177,10.364807809735977,10.237400060254249,10.109992310772524,9.982235498963451,9.854827749481728,9.72742,9.600012250518274,9.472255438709205,9.344847689227477,9.217439939745752,9.090032190264026,9.002559316158775,8.91532543897731,8.828091561795846,8.740857684614381,8.65338481050913,8.5067291164958,8.36007342248247,8.213417728469139,8.066360238033853,7.919704544020523,7.738359980201375,7.557015416382226,7.375174018141656,7.193829454322508,7.012484890503359,6.833734601516202,6.654494585709902,6.475744296722745,6.296994007735588,6.118243718748431,5.938353746659667,5.758955277226882,5.579556807794098,5.4001583383613125,5.220268366272548,5.034473947269346,4.848679528266144,4.662885109262941,4.476581664454251,4.290787245451049,4.238326392132342,4.185865538813635,4.133260957129672,4.080800103810965,4.028339250492259,3.9728982777672064,3.9173054119661934,3.861864439241142,3.8064234665160894,3.750982493791037,3.699502023625602,3.6481622104824782,3.5968223973393543,3.54548258419623,3.494002114030796,3.4457836515442115,3.3975651890576275,3.349346726571043,3.3009961587077834,3.252777696221199,3.2107562539650334,3.1687348117088674,3.126598242213644,3.084576799957478,3.042555357701312,2.9995646925170707,2.9564562446884888,2.9134655795042472,2.8704749143200057,2.827484249135764,2.802418831724934,2.777421899061128,2.7524249663973217,2.727428033733516,2.7023626163226857,2.676489636744092,2.650616657165497,2.624743677586902,2.5987998131327505,2.572926833554156,2.55804126960638,2.543155705658604,2.528229359343848,2.513343795396071,2.498458231448295,2.4724584698690406,2.446387476066281,2.4203877144870263,2.3943879529077714,2.368388191328517
high,U,constant,exclude,NDC Factsheet,12Nov2021a_CR,2021-11-09_1,World,2021-11-09_1__high__U__constant__exclude,Mt CH4 / yr,AR6 climate diagnostics|Infilled|Emissions|CH4,390.0416334600872,389.91012773889867,389.7789813229593,389.6478349070199,389.5166884910806,389.385182769892,389.25403635395264,389.12288993801326,388.9917435220739,388.8602378008854,388.729091384946,388.5979449690066,388.4667985530672,388.3352928318788,388.20414641593936,388.073,387.9418535840606,387.8103478628721,387.6792014469327,387.5480550309933,387.416908615054,385.6269598349271,383.84190162523765,382.05684341554826,380.27178520585886,378.481836425732,376.734916153956,374.98799588218,373.2410756104041,371.4893692556917,369.7424489839158,359.478161398791,349.2138738136661,338.92146489269163,328.6571773075668,318.392889722442,312.2794308984294,306.1492228721592,300.0357640481466,293.922305224134,287.8088464001214,282.5623908897332,277.3302699572422,272.09814902475125,266.86602809226025,261.61957258187203,254.96648543450092,248.31339828712987,241.6603111397588,234.98899635636752,228.33590920899644,226.604843289426,224.8737773698556,223.1379688039301,221.40690288435968,219.67583696478923,219.05105782236316,218.4245669562592,217.79978781383303,217.1750086714069,216.55022952898085,215.56611059529249,214.5846805111497,213.60325042700697,212.6218203428642,211.63770140917583,210.85898388320277,210.08026635722965,209.30154883125653,208.5206978326096,207.7419803066365,206.64381195329236,205.5456435999482,204.444466566184,203.34629821283983,202.2481298594957,200.8364415055923,199.4208855123631,198.0091971584597,196.59750880455627,195.18582045065287,193.879220656066,192.57619080627305,191.2731609564801,189.97013110668715,188.66353131210025,187.47782595432665,186.29212059655305,185.10641523877945,183.91746137317637,182.73175601540277,181.52371365914345,180.3156713028842,179.10431924153926,177.89627688528,176.68823452902072,175.27933137953212,173.8665682214148,172.4576650719262,171.04876192243762,169.63985877294903
high,U,constant,exclude,NDC Factsheet,12Nov2021a_CR,2021-11-09_1,World,2021-11-09_1__high__U__constant__exclude,Mt CO / yr,AR6 climate diagnostics|Infilled|Emissions|CO,1055.1891102111351,1047.1169958951514,1039.0669365363149,1031.0168771774786,1022.9668178186424,1014.8947035026584,1006.844644143822,998.7945847849858,990.7445254261494,982.6724111101656,974.6223517513292,966.5722923924928,958.5222330336566,950.4501187176728,942.4000593588364,934.35,926.2999406411636,918.22782632518,910.1777669663436,902.1277076075072,894.0776482486708,888.3666817263593,882.6713189377152,876.9759561490712,871.2805933604271,865.5696268381156,856.0836779001593,846.597728962203,837.1117800242466,827.5998421850903,818.113893247134,803.6618307272556,789.2097682073772,774.7181109956636,760.2660484757852,745.8139859559068,733.5649532085625,721.2823614673899,709.0333287200457,696.7842959727014,684.5352632253572,671.2691591230002,658.0393012067153,644.8094432904304,631.5795853741455,618.3134812717885,601.9439397705287,585.5743982692688,569.204856768009,552.7904672078415,536.4209257065817,529.8030098866495,523.1850940667173,516.5490469705661,509.9311311506339,503.3132153307017,495.0136540049052,486.6913541549284,478.3917928291319,470.09223150333537,461.7926701775388,458.2950996635775,454.8070853532063,451.3190710428351,447.8310567324638,444.3334862185025,440.60594258488527,436.878398951268,433.1508553176509,429.4130992357223,425.685555602105,422.3623580313441,419.0391604605832,415.7068582389434,412.3836606681825,409.0604630974215,405.8910332433376,402.7129200197904,399.5434901657064,396.3740603116225,393.20463045753854,390.5884821285369,387.97948174578937,385.3704813630419,382.7614809802944,380.14533265129273,377.3090876163536,374.4728425814144,371.6365975464752,368.7925819771937,365.95633694225455,364.52511822843337,363.0938995146122,361.6587596536298,360.22754093980865,358.79632222598747,356.7968286314724,354.7918569723149,352.79236337779986,350.79286978328486,348.7933761887698
high,U,constant,exclude,NDC Factsheet,12Nov2021a_CR,2021-11-09_1,World,2021-11-09_1__high__U__constant__exclude,Mt CO2 / yr,AR6 climate diagnostics|Infilled|Emissions|CO2|AFOLU,4300.0,4100.0,4400.0,5100.0,5400.0,4600.0,4200.0,4000.0,4000.0,3000.0,3000.0,3000.0,3000.0,3200.0,3200.0,3300.0,3800.0,3700.0,3600.0,3600.0,3500.0,3400.0,3300.0,3200.0,3100.0,3000.0,2900.0,2800.0,2800.0,2700.0,2600.0,2000.0,1800.0,1500.0,1300.0,1000.0,800.0,500.0,300.0,0.0,-200.0,-400.0,-500.0,-700.0,-800.0,-1000.0,-1200.0,-1300.0,-1500.0,-1600.0,-1800.0,-1924.950696344079,-2049.901392688158,-2175.194419707152,-2300.145116051231,-2425.09581239531,-2517.805916860682,-2610.7700216122603,-2703.480126077632,-2796.1902305430035,-2888.900335008376,-2910.8620694938536,-2932.7637992403,-2954.6655289867467,-2976.5672587331933,-2998.5289932186715,-3008.683827936882,-3018.838662655093,-3028.993497373304,-3039.1761535564965,-3049.330988274707,-2971.710571935985,-2894.090155597264,-2816.2570805836413,-2738.63666424492,-2661.016247906198,-2658.513264295189,-2656.0034231948352,-2653.5004395838264,-2650.997455972818,-2648.494472361809,-2633.853404470169,-2619.252339496266,-2604.6512745223627,-2590.0502095484594,-2575.4091416568194,-2580.614009081998,-2585.818876507177,-2591.023743932356,-2596.2428712682886,-2601.4477386934677,-2601.066071779122,-2600.6844048647768,-2600.3016922876523,-2599.920025373307,-2599.5383584589617,-2572.723001553955,-2545.8341779177013,-2519.0188210126944,-2492.203464107687,-2465.38810720268
high,U,constant,exclude,NDC Factsheet,12Nov2021a_CR,2021-11-09_1,World,2021-11-09_1__high__U__constant__exclude,Mt CO2 / yr,AR6 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,29881.908157132224,30266.237672461597,30649.517107147985,31032.796541834374,31416.07597652077,31800.40549185013,32183.684926536527,32566.96436122292,32950.24379590931,33334.57331123868,33717.85274592507,34101.13218061146,34484.41161529785,34868.74113062722,35252.020565313614,35635.3,36018.57943468639,36402.90895001576,36786.18838470215,37169.46781938855,37552.74725407494,37751.6157398681,37949.94086914271,38148.26599841732,38346.59112769193,38545.45961348509,38569.27288546648,38593.08615744787,38616.89942942926,38640.77794325169,38664.59121523308,37722.42469818889,36780.25818114469,35835.510385971604,34893.343868927404,33951.17735188321,32883.53871040622,31812.975031555303,30745.336390078308,29677.697748601317,28610.059107124314,27496.702372782413,26386.387596731063,25276.072820679718,24165.75804462837,23052.401310286463,22025.2272567349,20998.05320318333,19970.879149631764,18940.890920591013,17913.716867039446,17408.783437594106,16903.85000814877,16397.533199444675,15892.599769999337,15387.666340553997,14903.784663854529,14418.577283931229,13934.69560723176,13450.813930532297,12966.932253832829,12481.22024157586,11996.835311319595,11512.450381063332,11028.065450807067,10542.3534385501,10118.548609486495,9694.743780422892,9270.938951359289,8845.97301317496,8422.168184111357,8182.130876900552,7942.093569689747,7701.39862602083,7461.361318810025,7221.32401159922,6878.817726796315,6535.373068610388,6192.8667838074825,5850.360499004578,5507.854214201672,5237.290675128099,4967.466380696803,4697.642086265508,4427.817791834212,4157.254252760638,3862.484061871278,3567.713870981917,3272.9436800925564,2977.365899639115,2682.5957087497545,2498.494664759355,2314.393620768956,2129.7881903566645,1945.687146366265,1761.5861023758655,1564.220517824848,1366.3142056449233,1168.9486210939058,971.583036542888,774.2174519918702
high,U,constant,exclude,NDC Factsheet,12Nov2021a_CR,2021-11-09_1,World,2021-11-09_1__high__U__constant__exclude,Mt NH3 / yr,AR6 climate diagnostics|Infilled|Emissions|NH3,62.2063759025831,62.411675522888736,62.61641421527004,62.82115290765135,63.02589160003265,63.23119122033829,63.4359299127196,63.6406686051009,63.84540729748221,64.05070691778783,64.25544561016915,64.46018430255046,64.66492299493176,64.8702226152374,65.0749613076187,65.2797,65.48443869238132,65.68973831268694,65.89447700506825,66.09921569744955,66.30395438983086,66.81300967468522,67.32067409810554,67.82833852152585,68.33600294494617,68.84505822980053,68.96716542465593,69.08927261951132,69.21137981436672,69.33382154948198,69.45592874433738,69.33585030468029,69.2157718650232,69.09536444333965,68.97528600368256,68.85520756402546,68.83781770728997,68.82038020711136,68.80299035037586,68.78560049364036,68.76821063690487,68.61315699618918,68.45852699930056,68.30389700241196,68.14926700552334,67.99421336480765,67.4202005617291,66.84618775865056,66.27217495557201,65.6965895146768,65.12257671159826,65.03135855308125,64.94014039456424,64.84867232328416,64.75745416476715,64.66623600625014,64.70297335707788,64.73981135818185,64.77654870900957,64.81328605983731,64.85002341066505,64.56814354315807,64.28703383922354,64.00592413528899,63.724814431354446,63.44293456384748,63.26068297947706,63.07843139510664,62.89617981073621,62.71342890695655,62.53117732258613,62.22321708316598,61.91525684374582,61.60645287764233,61.29849263822218,60.99053239880202,60.60694012641192,60.222296916289245,59.83870464389914,59.45511237150904,59.071520099118935,58.998751809073205,58.92618233949209,58.85361286991097,58.78104340032985,58.70827511028412,58.61862688521134,58.52897866013856,58.43933043506578,58.34943659841745,58.25978837334467,58.23636682267821,58.21294527201176,58.18945955271335,58.16603800204689,58.142616451380434,58.03101115658314,57.919100093854894,57.8074947990576,57.6958895042603,57.58428420946301
high,U,constant,exclude,NDC Factsheet,12Nov2021a_CR,2021-11-09_1,World,2021-11-09_1__high__U__constant__exclude,Mt NOx / yr,AR6 climate diagnostics|Infilled|Emissions|NOx,180.0265125141644,178.38946495435712,176.7568902020903,175.12431544982343,173.4917406975566,171.8546931377493,170.22211838548247,168.58954363321564,166.9569688809488,165.3199213211415,163.68734656887466,162.05477181660785,160.422197064341,158.78514950453368,157.15257475226684,155.52,153.88742524773318,152.2503776879259,150.61780293565903,148.9852281833922,147.35265343112536,145.6723397298809,143.99661704967804,142.3208943694752,140.64517168927236,138.9648579880279,136.7210684549893,134.47727892195076,132.23348938891218,129.98355248728993,127.73976295425136,124.85130315328396,121.96284335231655,119.06646996285336,116.17801016188596,113.28955036091855,110.21046140436285,107.12293658765216,104.04384763109644,100.9647586745407,97.88566971798498,95.37940067560496,92.87997936284896,90.38055805009294,87.88113673733693,85.37486769495692,82.75023233483631,80.1255969747157,77.5009616145951,74.86913547266595,72.24450011254534,71.45019414022752,70.65588816790971,69.85940601484583,69.06510004252802,68.2707940702102,67.56024450912399,66.8477482369115,66.13719867582529,65.42664911473906,64.71609955365285,63.84272126363286,62.9717292530938,62.100737242554736,61.22974523201568,60.35636694199568,59.71110568678347,59.06584443157125,58.42058317635904,57.77355408209144,57.12829282687923,56.38894011507716,55.649587403275085,54.90820906760506,54.16885635580299,53.42950364400091,52.99269975605223,52.55469914512287,52.11789525717419,51.68109136922551,51.24428748127683,50.8046652693271,50.36624421096194,49.92782315259677,49.48940209423161,49.04977988228188,48.58240624492296,48.115032607564025,47.6476589702051,47.179004857127374,46.71163121976845,46.4862415711723,46.26085192257616,46.03484476809344,45.8094551194973,45.58406547090115,45.18371115691579,44.78225998179623,44.38190566781087,43.98155135382552,43.58119703984016
high,U,constant,exclude,NDC Factsheet,12Nov2021a_CR,2021-11-09_1,World,2021-11-09_1__high__U__constant__exclude,Mt OC / yr,AR6 climate diagnostics|Infilled|Emissions|OC,40.157517076796985,39.79602497055356,39.43552054766054,39.07501612476751,38.71451170187448,38.35301959563106,37.99251517273803,37.63201074984501,37.27150632695198,36.91001422070856,36.54950979781553,36.1890053749225,35.82850095202948,35.467008845786054,35.10650442289303,34.746,34.38549557710697,34.024003470863555,33.663499047970525,33.3029946250775,32.94249020218447,32.74316094466819,32.54437630260961,32.34559166055102,32.14680701849244,31.94747776097616,31.64521547584779,31.342953190719424,31.040690905591056,30.737600504613024,30.435338219484656,29.892465147654093,29.349592075823526,28.8052316805085,28.26235860867793,27.71948553684737,27.26926954766853,26.81782009002619,26.36760410084735,25.91738811166851,25.46717212248967,25.014790335537104,24.563644564395883,24.11249879325466,23.66135302211344,23.20897123516087,22.73173988428409,22.254508533407307,21.77727718253053,21.29873834850066,20.82150699762388,20.62341755270784,20.42532810779181,20.226695952067782,20.028606507151743,19.83051706223571,19.58214078896633,19.33308403275649,19.084707759487117,18.83633148621773,18.587955212948355,18.46968666544704,18.35174125605365,18.233795846660264,18.115850437266875,17.99758188976556,17.8865625545085,17.775543219251443,17.664523883994384,17.55320038617498,17.44218105091792,17.374694876646142,17.30720870237436,17.23953763447444,17.17205146020266,17.10456528593088,17.01508122344104,16.925351999136158,16.835867936646313,16.74638387415647,16.65689981166663,16.59278763601897,16.528850630250126,16.464913624481284,16.40097661871244,16.33686444306478,16.271297203973237,16.205729964881694,16.14016272579015,16.074415850427126,16.008848611335583,15.952280523418432,15.895712435501284,15.838989366521345,15.782421278604197,15.725853190687044,15.586786297249196,15.447338398623849,15.308271505185996,15.16920461174815,15.030137718310302
high,U,constant,exclude,NDC Factsheet,12Nov2021a_CR,2021-11-09_1,World,2021-11-09_1__high__U__constant__exclude,Mt SO2 / yr,AR6 climate diagnostics|Infilled|Emissions|Sulfur,137.49744152765766,135.04409646485007,132.5974545306294,130.15081259640874,127.70417066218806,125.25082559938048,122.80418366515984,120.35754173093916,117.9108997967185,115.45755473391092,113.01091279969025,110.56427086546958,108.11762893124892,105.66428386844132,103.21764193422068,100.771,98.32435806577934,95.87101300297176,93.42437106875109,90.97772913453042,88.53108720030976,87.1178955155978,85.70856501035226,84.29923450510672,82.88990399986119,81.47671231514923,79.25728898060139,77.03786564605356,74.81844231150572,72.59293836508242,70.37351503053458,67.29788820748131,64.22226138442804,61.13820818651708,58.06258136346381,54.986954540410544,52.20187155122255,49.40915819768061,46.62407520849261,43.838992219304615,41.053909230116616,39.4906963214205,37.93175448624541,36.372812651070326,34.813870815895235,33.25065790719912,31.859419992678266,30.468182078157405,29.07694416363655,27.68189463839098,26.29065672387012,25.91579221211945,25.540927700368773,25.165036162558508,24.790171650807835,24.41530713905716,24.095569307291925,23.774955481467057,23.455217649701822,23.135479817936588,22.815741986171357,22.455891875105728,22.09702496106487,21.73815804702401,21.37929113298316,21.019441021917533,20.64102544336332,20.262609864809104,19.88419428625489,19.50474195269093,19.12632637413672,18.79281658301972,18.459306791902723,18.12488327533061,17.79137348421361,17.457863693096613,17.179771954053358,16.900918319834645,16.62282658079139,16.34473484174814,16.066643102704884,15.881785062866474,15.697432099639643,15.513079136412813,15.328726173185984,15.143868133347572,14.987100834491256,14.830333535634937,14.67356623677862,14.51636943847338,14.359602139617062,14.269471518037829,14.179340896458593,14.088963341669553,13.998832720090318,13.908702098511084,13.74525729129468,13.581364690085906,13.417919882869503,13.2544750756531,13.0910302684367
high,U,constant,exclude,NDC Factsheet,12Nov2021a_CR,2021-11-09_1,World,2021-11-09_1__high__U__constant__exclude,Mt VOC / yr,AR6 climate diagnostics|Infilled|Emissions|VOC,259.3004521979911,257.1591316094777,255.02366162366525,252.8881916378527,250.7527216520402,248.61140106352684,246.47593107771436,244.34046109190183,242.2049911060893,240.06367051757596,237.92820053176345,235.7927305459509,233.6572605601384,231.51593997162504,229.3804699858125,227.245,225.1095300141875,222.96820942567413,220.8327394398616,218.6972694540491,216.5617994682366,215.12173474931805,213.68560463345665,212.24947451759527,210.81334440173387,209.3732796828153,207.1791141037325,204.98494852464967,202.79078294556683,200.59060595393856,198.39644037485573,194.58491833332056,190.7733962917854,186.95143172410903,183.1399096825739,179.32838764103872,176.3098500142776,173.28304242141576,170.26450479465464,167.24596716789353,164.2274295411324,160.91987291441936,157.62135332767,154.3228337409206,151.02431415417124,147.71675752745818,143.70312082800726,139.68948412855636,135.67584742910543,131.65121446472452,127.6375777652736,126.7662606504048,125.89494353553596,125.02123925048942,124.1499221356206,123.27860502075175,122.43991330796256,121.5989238096589,120.7602320968697,119.92154038408052,119.08284867129132,118.23680519447602,117.39307331185968,116.5493414292433,115.70560954662696,114.85956606981163,114.05191959601017,113.24427312220864,112.43662664840714,111.62676744454043,110.81912097073894,109.85969845132423,108.90027593190956,107.93822485764716,106.97880233823246,106.01937981881775,104.90354649952565,103.78465610264642,102.6688227833543,101.55298946406218,100.43715614477006,99.61799368550652,98.8010693750388,97.98414506457108,97.16722075410334,96.3480582948398,95.92597929491586,95.50390029499192,95.08182129506795,94.6585859143223,94.23650691439836,94.06092979965936,93.88535268492032,93.70929453699028,93.53371742225126,93.35814030751224,92.52439340278038,91.68836225995337,90.8546153552215,90.02086845048963,89.18712154575776
