ambition,conditionality,country_extension,exclude_hot_air,model,model_version,pathway_id,region,scenario,unit,variable,2000-01-01 00:00:00,2001-01-01 00:00:00,2002-01-01 00:00:00,2003-01-01 00:00:00,2004-01-01 00:00:00,2005-01-01 00:00:00,2006-01-01 00:00:00,2007-01-01 00:00:00,2008-01-01 00:00:00,2009-01-01 00:00:00,2010-01-01 00:00:00,2011-01-01 00:00:00,2012-01-01 00:00:00,2013-01-01 00:00:00,2014-01-01 00:00:00,2015-01-01 00:00:00,2016-01-01 00:00:00,2017-01-01 00:00:00,2018-01-01 00:00:00,2019-01-01 00:00:00,2020-01-01 00:00:00,2021-01-01 00:00:00,2022-01-01 00:00:00,2023-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,2026-01-01 00:00:00,2027-01-01 00:00:00,2028-01-01 00:00:00,2029-01-01 00:00:00,2030-01-01 00:00:00,2031-01-01 00:00:00,2032-01-01 00:00:00,2033-01-01 00:00:00,2034-01-01 00:00:00,2035-01-01 00:00:00,2036-01-01 00:00:00,2037-01-01 00:00:00,2038-01-01 00:00:00,2039-01-01 00:00:00,2040-01-01 00:00:00,2041-01-01 00:00:00,2042-01-01 00:00:00,2043-01-01 00:00:00,2044-01-01 00:00:00,2045-01-01 00:00:00,2046-01-01 00:00:00,2047-01-01 00:00:00,2048-01-01 00:00:00,2049-01-01 00:00:00,2050-01-01 00:00:00,2051-01-01 00:00:00,2052-01-01 00:00:00,2053-01-01 00:00:00,2054-01-01 00:00:00,2055-01-01 00:00:00,2056-01-01 00:00:00,2057-01-01 00:00:00,2058-01-01 00:00:00,2059-01-01 00:00:00,2060-01-01 00:00:00,2061-01-01 00:00:00,2062-01-01 00:00:00,2063-01-01 00:00:00,2064-01-01 00:00:00,2065-01-01 00:00:00,2066-01-01 00:00:00,2067-01-01 00:00:00,2068-01-01 00:00:00,2069-01-01 00:00:00,2070-01-01 00:00:00,2071-01-01 00:00:00,2072-01-01 00:00:00,2073-01-01 00:00:00,2074-01-01 00:00:00,2075-01-01 00:00:00,2076-01-01 00:00:00,2077-01-01 00:00:00,2078-01-01 00:00:00,2079-01-01 00:00:00,2080-01-01 00:00:00,2081-01-01 00:00:00,2082-01-01 00:00:00,2083-01-01 00:00:00,2084-01-01 00:00:00,2085-01-01 00:00:00,2086-01-01 00:00:00,2087-01-01 00:00:00,2088-01-01 00:00:00,2089-01-01 00:00:00,2090-01-01 00:00:00,2091-01-01 00:00:00,2092-01-01 00:00:00,2093-01-01 00:00:00,2094-01-01 00:00:00,2095-01-01 00:00:00,2096-01-01 00:00:00,2097-01-01 00:00:00,2098-01-01 00:00:00,2099-01-01 00:00:00,2100-01-01 00:00:00
low,U,rate,include,NDC Factsheet,12Nov2021a_CR,2021-11-09_1,World,2021-11-09_1__low__U__rate__include,Mt BC / yr,AR6 climate diagnostics|Infilled|Emissions|BC,11.336153686182575,11.22868945381484,11.121518839568328,11.014348225321816,10.907177611075303,10.799713378707567,10.692542764461058,10.585372150214544,10.478201535968031,10.370737303600295,10.263566689353786,10.156396075107274,10.04922546086076,9.941761228493029,9.834590614246514,9.727420000000002,9.62024938575349,9.512785153385757,9.405614539139243,9.29844392489273,9.19127331064622,9.2221496707622,9.25294166923852,9.28373366771484,9.314525666191162,9.345402026307143,9.307888622781734,9.270375219256325,9.232861815730915,9.195245635757493,9.157732232232082,9.085989509517104,9.014246786802126,8.942307508682449,8.87056478596747,8.798822063252492,8.683717374380258,8.568297330196046,8.453192641323811,8.338087952451577,8.222983263579343,8.106353230799241,7.990041859310891,7.873730487822539,7.757419116334187,7.640789083554087,7.50165993705873,7.362530790563374,7.2234016440680175,7.083891321828839,6.944762175333482,6.809256248557016,6.673750321780551,6.5378731458896295,6.402367219113164,6.266861292336698,6.121146126345374,5.975031740721197,5.829316574729872,5.683601408738548,5.537886242747224,5.373157283287359,5.208878402951702,5.044599522616045,4.880320642280388,4.715591682820524,4.583075079911237,4.450558477001949,4.318041874092662,4.185162211997322,4.052645609088035,3.916439248871367,3.7802328886546985,3.643653360327847,3.507447000111179,3.3712406398945105,3.2630143619170338,3.154491573588934,3.0462652956114566,2.93803901763398,2.829812739656503,2.757821307126936,2.686026572500455,2.614231837873974,2.5424371032474933,2.470445670717926,2.3985533852678977,2.3266610998178696,2.254768814367842,2.182679563752197,2.110787278302169,2.04692716991859,1.9830670615350112,1.9190319939503813,1.8551718855668025,1.7913117771832234,1.7100595460332717,1.6285847060308538,1.547332474880902,1.46608024373095,1.384828012580998
low,U,rate,include,NDC Factsheet,12Nov2021a_CR,2021-11-09_1,World,2021-11-09_1__low__U__rate__include,Mt CH4 / yr,AR6 climate diagnostics|Infilled|Emissions|CH4,378.3332976825019,378.98391477470926,379.6327542245882,380.2815936744672,380.93043312434617,381.5810502165536,382.2298896664325,382.8787291163114,383.5275685661904,384.1781856583978,384.8270251082768,385.4758645581557,386.12470400803466,386.7753211002421,387.424160550121,388.073,388.7218394498789,389.3724565420864,390.0212959919653,390.67013544184425,391.3189748917232,391.942894604562,392.5651096187319,393.1873246329018,393.8095396470716,394.4334593599104,393.8510409545246,393.2686225491388,392.68620414375295,392.1021900715031,391.5197716661172,386.883214494826,382.24665732353486,377.597397255884,372.9608400845928,368.3242829133016,366.2038644056632,364.0776365322505,361.9572180246121,359.83679951697377,357.7163810093354,354.75688459141804,351.8054742292873,348.8540638671566,345.90265350502585,342.9431570871085,338.49965302201144,334.05614895691434,329.6126448918173,325.1569668429802,320.71346277788314,317.6913817574006,314.66930073691805,311.63894004240683,308.61685902192426,305.59477800144174,303.8978168609113,302.1962065117767,300.4992453712463,298.8022842307159,297.10532309018544,292.60143070667635,288.1098440400621,283.6182573734478,279.1266707068336,274.6227783233245,274.07896057050186,273.5351428176793,272.99132506485665,272.4460174003825,271.9021996475599,267.12938370338753,262.3565677592151,257.5706756069765,252.79785966280411,248.02504371863176,245.4891403795666,242.9462893601205,240.41038602105533,237.87448268199017,235.33857934292504,233.60085712553771,231.8678827830613,230.1349084405849,228.40193409810848,226.66421188072115,225.1118253766033,223.55943887248543,222.0070523683676,220.45041275053984,218.898026246422,216.7141464694326,214.5302666924432,212.34040368318813,210.15652390619877,207.97264412920936,207.8703749019573,207.76782548504144,207.66555625778932,207.56328703053725,207.46101780328516
low,U,rate,include,NDC Factsheet,12Nov2021a_CR,2021-11-09_1,World,2021-11-09_1__low__U__rate__include,Mt CO / yr,AR6 climate diagnostics|Infilled|Emissions|CO,1037.638013513787,1030.7383214265365,1023.8574809570106,1016.9766404874848,1010.0958000179588,1003.1961079307084,996.3152674611824,989.4344269916568,982.5535865221308,975.6538944348804,968.7730539653544,961.8922134958284,955.0113730263027,948.111680939052,941.2308404695264,934.3500000000004,927.4691595304746,920.569467443224,913.6886269736982,906.8077865041724,899.9269460346466,909.2065838366692,918.460867437047,927.7151510374248,936.9694346378028,946.2490724398252,948.5070095537804,950.7649466677356,953.0228837816908,955.2870070247252,957.5449441386802,956.6607748091584,955.7766054796366,954.89001376839,954.0058444388684,953.1216751093464,946.7228885663508,940.3065711013196,933.907784558324,927.5089980153284,921.1102114723328,912.6667496105993,904.2463573167938,895.8259650229884,887.405572729183,878.9621108674493,866.1481041960426,853.334097524636,840.5200908532294,827.6709773142298,814.8569706428232,803.0674114018511,791.2778521608791,779.455992757603,767.666433516631,755.8768742756589,742.3665399268789,728.8191909634446,715.3088566146646,701.7985222658846,688.2881879171046,671.743769380642,655.2445541735142,638.7453389663863,622.2461237592584,605.7017052227958,591.8609595064336,578.0202137900714,564.1794680737091,550.3008025060692,536.460056789707,521.479400901354,506.4987450130011,491.47704623180334,476.4963903434504,461.5157344550975,449.6084402103788,437.668523241702,425.7612289969832,413.8539347522645,401.94664050754585,392.8182518415197,383.714804128133,374.61135641474624,365.5079087013595,356.37952003533337,346.9851683104909,337.59081658564844,328.196464860806,318.77637518603245,309.38202346119,300.6684026300821,291.9547817989742,283.21728803408246,274.5036672029745,265.79004637186665,254.28348554846465,242.7453999008889,231.2388390774869,219.7322782540849,208.2257174306829
low,U,rate,include,NDC Factsheet,12Nov2021a_CR,2021-11-09_1,World,2021-11-09_1__low__U__rate__include,Mt CO2 / yr,AR6 climate diagnostics|Infilled|Emissions|CO2|AFOLU,4300.0,4100.0,4400.0,5100.0,5400.0,4600.0,4200.0,4000.0,4000.0,3000.0,3000.0,3000.0,3000.0,3200.0,3200.0,3300.0,3800.0,3700.0,3600.0,3600.0,3500.0,3400.0,3300.0,3200.0,3100.0,3000.0,2900.0,2800.0,2800.0,2700.0,2600.0,2000.0,1800.0,1500.0,1300.0,1000.0,800.0,500.0,300.0,0.0,-200.0,-400.0,-500.0,-700.0,-800.0,-1000.0,-1200.0,-1300.0,-1500.0,-1600.0,-1800.0,-1924.950696344079,-2049.901392688158,-2175.194419707152,-2300.145116051231,-2425.09581239531,-2517.805916860682,-2610.7700216122603,-2703.480126077632,-2796.1902305430035,-2888.900335008376,-2910.8620694938536,-2932.7637992403,-2954.6655289867467,-2976.5672587331933,-2998.5289932186715,-3008.683827936882,-3018.838662655093,-3028.993497373304,-3039.1761535564965,-3049.330988274707,-2971.710571935985,-2894.090155597264,-2816.2570805836413,-2738.63666424492,-2661.016247906198,-2658.513264295189,-2656.0034231948352,-2653.5004395838264,-2650.997455972818,-2648.494472361809,-2633.853404470169,-2619.252339496266,-2604.6512745223627,-2590.0502095484594,-2575.4091416568194,-2580.614009081998,-2585.818876507177,-2591.023743932356,-2596.2428712682886,-2601.4477386934677,-2601.066071779122,-2600.6844048647768,-2600.3016922876523,-2599.920025373307,-2599.5383584589617,-2572.723001553955,-2545.8341779177013,-2519.0188210126944,-2492.203464107687,-2465.38810720268
low,U,rate,include,NDC Factsheet,12Nov2021a_CR,2021-11-09_1,World,2021-11-09_1__low__U__rate__include,Mt CO2 / yr,AR6 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,29728.32662713129,30122.915467151357,30516.426195586668,30909.93692402198,31303.447652457293,31698.03649247736,32091.547220912675,32485.05794934799,32878.5686777833,33273.15751780337,33666.66824623868,34060.178974674,34453.68970310931,34848.278543129374,35241.78927156469,35635.3,36028.81072843532,36423.39956845538,36816.910296890695,37210.42102532601,37603.93175376133,38138.91029704372,38672.42715031716,39205.944003590594,39739.46085686403,40274.43940014643,40496.23074081237,40718.02208147832,40939.81342214426,41162.21241031888,41384.00375098482,41315.43113245288,41246.85851392093,41178.09802520123,41109.52540666929,41040.95278813734,40793.13665940869,40544.64158238216,40296.82545365352,40049.00932492487,39801.19319619622,39650.406821991644,39500.03243241605,39349.65804284045,39199.28365326485,39048.49727906028,38971.72260144184,38894.947923823405,38818.17324620497,38741.188227004015,38664.41354938558,38395.70664416938,38126.99973895319,37857.55665043504,37588.849745218846,37320.14284000265,36913.02214069554,36504.78604221224,36097.66534290513,35690.54464359802,35283.42394429091,34600.89847401268,33920.23782742373,33239.57718083478,32558.916534245836,31876.3910639676,31632.77637274655,31389.1616815255,31145.54699030445,30901.264861573203,30657.650170352157,30128.088014257264,29598.52585816238,29067.51284684531,28537.950690750426,28008.388534655536,27527.277368607247,27044.848089775267,26563.736923726978,26082.62575767869,25601.514591630403,25235.27149889619,24870.02907034977,24504.786641803363,24139.544213256948,23773.30112052273,23351.173617448345,22929.046114373952,22506.918611299563,22083.63459451812,21661.507091443727,21284.38995400793,20907.27281657213,20529.12248149953,20152.00534406373,19774.888206627933,19016.072030713796,18255.17690637249,17496.36073045835,16737.544554544205,15978.728378630063
low,U,rate,include,NDC Factsheet,12Nov2021a_CR,2021-11-09_1,World,2021-11-09_1__low__U__rate__include,Mt NH3 / yr,AR6 climate diagnostics|Infilled|Emissions|NH3,62.763202012280296,62.93130536389654,63.09894941673788,63.26659346957922,63.43423752242057,63.60234087403681,63.76998492687815,63.93762897971949,64.10527303256083,64.27337638417708,64.44102043701842,64.60866448985976,64.7763085427011,64.94441189431735,65.1120559471587,65.27970000000003,65.44734405284137,65.61544740445763,65.78309145729897,65.9507355101403,66.11837956298164,67.67991819986796,69.23719033774638,70.79446247562481,72.35173461350324,73.91327325038955,75.11482094021308,76.31636863003659,77.51791631986012,78.7227559211626,79.92430361098613,80.93152920182156,81.93875479265701,82.94873990565911,83.95596549649456,84.96319108732999,85.5054195962854,86.0491336627996,86.59136217175501,87.13359068071043,87.67581918966584,88.26038696376936,88.84335755816221,89.42632815255504,90.00929874694789,90.5938665210514,90.75562321614744,90.91737991124344,91.07913660633945,91.24133647046312,91.40309316555911,90.98482744214772,90.56656171873632,90.14715006183611,89.72888433842472,89.31061861501333,88.46815511416129,87.62338349412884,86.78091999327681,85.93845649242478,85.09599299157274,83.38392852475039,81.67654182969532,79.96915513464025,78.26176843958518,76.54970397276283,75.20452176456227,73.85933955636172,72.51415734816116,71.16528970925322,69.82010750105266,68.05171070526278,66.28331390947288,64.51007219095482,62.74167539516492,60.97327859937504,59.40841719369146,57.83926849648547,56.27440709080189,54.70954568511832,53.14468427943474,52.3387868095716,51.53509124536383,50.73139568115606,49.92770011694829,49.12180264708515,48.07428458960831,47.02676653213148,45.979248474654646,44.92886050469158,43.88134244721474,42.81710418115657,41.7528659150984,40.68571192776336,39.62147366170519,38.55723539564702,37.01783493862245,35.47421694609918,33.93481648907461,32.39541603205004,30.85601557502548
low,U,rate,include,NDC Factsheet,12Nov2021a_CR,2021-11-09_1,World,2021-11-09_1__low__U__rate__include,Mt NOx / yr,AR6 climate diagnostics|Infilled|Emissions|NOx,176.5203601881162,175.11752539548058,173.71852348479206,172.31952157410356,170.92051966341504,169.51768487077942,168.1186829600909,166.71968104940237,165.32067913871387,163.91784434607823,162.51884243538973,161.1198405247012,159.72083861401268,158.3180038213771,156.91900191068856,155.52000000000004,154.1209980893115,152.7181632966759,151.3191613859874,149.92015947529887,148.52115756461035,148.85677215673329,149.1914697690963,149.52616738145932,149.86086499382233,150.19647958594527,149.52904291214256,148.86160623833985,148.19416956453713,147.52490429710755,146.85746762330484,145.80851598401716,144.7595643447295,143.7077388653342,142.65878722604654,141.60983558675886,139.88562661212083,138.1566937772783,136.43248480264026,134.70827582800223,132.9840668533642,131.39364531921356,129.80756919909066,128.22149307896774,126.63541695884484,125.0449954246942,123.0052469295946,120.96549843449496,118.92574993939536,116.88041309225434,114.84066459715471,113.27965133884216,111.7186380805296,110.15334807356412,108.59233481525156,107.031321556939,105.2401087509393,103.4439885125944,101.6527757065947,99.861562900595,98.0703500945953,95.42475912750784,92.78639655104082,90.1480339745738,87.5096713981068,84.86408043101933,82.81656451634989,80.76904860168042,78.72153268701098,76.66840713969859,74.62089122502914,72.20625591322089,69.79162060141265,67.37036985039397,64.95573453858572,62.54109922677747,60.69208798849767,58.8380109660034,56.9889997277236,55.1399884894438,53.290977251164,52.000270895389605,50.71309105971295,49.42591122403631,48.13873138835965,46.848025032585255,45.54284864152689,44.23767225046853,42.93249585941017,41.62374364262287,40.31856725156451,39.09090916129239,37.86325107102026,36.63222953392548,35.404571443653346,34.176913353381224,32.54389740417578,30.906407438671145,29.273391489465705,27.640375540260266,26.00735959105482
low,U,rate,include,NDC Factsheet,12Nov2021a_CR,2021-11-09_1,World,2021-11-09_1__low__U__rate__include,Mt OC / yr,AR6 climate diagnostics|Infilled|Emissions|OC,39.15231173723063,38.85796786137255,38.56442820375453,38.27088854613649,37.97734888851846,37.68300501266039,37.38946535504236,37.095925697424335,36.8023860398063,36.50804216394823,36.2145025063302,35.92096284871217,35.627423191094145,35.33307931523606,35.03953965761804,34.74600000000001,34.45246034238198,34.15811646652391,33.86457680890587,33.57103715128785,33.27749749366982,33.63061841500091,33.982774525071534,34.334930635142165,34.68708674521279,35.04020766654388,35.14552406874016,35.25084047093644,35.35615687313272,35.461761813417205,35.567078215613485,35.56112675834929,35.5551753010851,35.54920753845854,35.54325608119435,35.537304623930154,35.33449959781218,35.13113894148566,34.92833391536769,34.72552888924971,34.52272386313174,34.27373451920487,34.025425474031906,33.77711642885894,33.52880738368597,33.27981803975911,32.87393666236742,32.46805528497573,32.06217390758405,31.65518052641869,31.249299149027,30.752172792748937,30.255046436470877,29.756558090175613,29.25943173389755,28.762305377619487,28.17164790228898,27.579372187300034,26.98871471196953,26.398057236639023,25.80739976130852,25.158380414967795,24.511134345529644,23.86388827609149,23.21664220665334,22.567622860312618,22.02213557396948,21.476648287626347,20.93116100128321,20.38417922922407,19.83869194288093,19.25687642559608,18.67506090831122,18.09165137591052,17.509835858625657,16.9280203413408,16.48628096061897,16.04333133501845,15.60159195429662,15.15985257357479,14.71811319285296,14.378361496039869,14.039538082551402,13.700714669062938,13.361891255574472,13.02213955876138,12.682093734768202,12.342047910775026,12.002002086781848,11.66102463039417,11.320978806400992,11.005652740393437,10.69032667438588,10.374136701348167,10.058810635340611,9.743484569333056,9.334455362387304,8.924305527477316,8.515276320531564,8.106247113585813,7.697217906640059
low,U,rate,include,NDC Factsheet,12Nov2021a_CR,2021-11-09_1,World,2021-11-09_1__low__U__rate__include,Mt SO2 / yr,AR6 climate diagnostics|Infilled|Emissions|Sulfur,130.72636085954335,128.72532744567349,126.72976133621312,124.73419522675276,122.73862911729242,120.73759570342256,118.74202959396222,116.74646348450185,114.75089737504148,112.74986396117164,110.75429785171129,108.75873174225092,106.76316563279056,104.76213221892073,102.76656610946036,100.771,98.77543389053965,96.7744004766698,94.77883436720944,92.78326825774909,90.78770214828872,89.81150465455643,88.83797436709118,87.86444407962594,86.89091379216069,85.9147162984284,84.46768059572052,83.02064489301264,81.57360919030477,80.1226090062196,78.67557330351173,77.13512620667514,75.59467910983855,74.05001160999691,72.50956451316033,70.96911741632374,69.32474357073413,67.67586459132097,66.03149074573136,64.38711690014175,62.74274305455213,61.44793988666065,60.15667443234265,58.86540897802464,57.57414352370664,56.27934035581516,55.015697919074526,53.75205548233389,52.48841304559326,51.22130857477936,49.95766613803873,49.17924417197274,48.40082220590675,47.62026757692003,46.84184561085404,46.063423644788045,45.176849526722265,44.287846438470005,43.40127232040423,42.51469820233845,41.62812408427267,40.52726104122368,39.429405820696665,38.331550600169656,37.23369537964265,36.13283233659365,35.28953236777645,34.44623239895925,33.602932430142054,32.75732205045138,31.91402208163418,30.94192701439755,29.96983194716092,28.99507360576748,28.022978538530847,27.050883471294217,26.23923606689805,25.425364970983,24.61371756658684,23.802070162190677,22.990422757794512,22.405531035444117,21.82223737790888,21.238943720373648,20.65565006283841,20.070758340488016,19.470096718917937,18.869435097347857,18.26877347577778,17.666466205929428,17.06580458435935,16.533107123804943,16.000409663250537,15.466252757598724,14.933555297044318,14.400857836489914,13.679354136883347,12.955873714812103,12.234370015205538,11.512866315598972,10.791362615992409
low,U,rate,include,NDC Factsheet,12Nov2021a_CR,2021-11-09_1,World,2021-11-09_1__low__U__rate__include,Mt VOC / yr,AR6 climate diagnostics|Infilled|Emissions|VOC,255.0221619922951,253.1666333759089,251.3161745098407,249.46571564377248,247.61525677770427,245.7597281613181,243.90926929524983,242.05881042918165,240.20835156311344,238.35282294672723,236.50236408065905,234.6519052145908,232.8014463485226,230.9459177321364,229.09545886606816,227.245,225.39454113393177,223.5390125175456,221.68855365147732,219.83809478540917,217.98763591934093,220.24009859146383,222.4864069939908,224.7327153965178,226.97902379904477,229.23148647116767,229.88101107542576,230.53053567968385,231.1800602839419,231.8313644076637,232.4808890119218,232.27181414689036,232.0627392818589,231.85309160897805,231.64401674394665,231.4349418789152,229.91802492686804,228.396952037966,226.88003508591888,225.36311813387175,223.84620118182465,222.1076393617342,220.37382771055115,218.6400160593681,216.90620440818495,215.1676425880945,212.63357637234324,210.09951015659192,207.56544394084065,205.02443507792287,202.49036886217155,200.17503376292083,197.85969866367012,195.53802018058585,193.2226850813352,190.90734998208444,188.2541423572272,185.593665670384,182.94045804552675,180.2872504206695,177.6340427958122,173.44239319540446,169.26219618953337,165.08199918366228,160.90180217779118,156.71015257738344,153.2050217430633,149.69989090874316,146.19476007442302,142.68002614192665,139.1748953076065,135.158147331592,131.1413993555775,127.11364659058763,123.09689861457312,119.08015063855864,115.81106969012627,112.53303235553382,109.26395140710146,105.9948704586691,102.72578951023674,100.50825244040348,98.29677421502332,96.08529598964316,93.87381776426298,91.65628069442973,89.30401547593941,86.95175025744908,84.59948503895876,82.240775258226,79.88851003973568,77.73286788029704,75.57722572085838,73.41567769248977,71.26003553305111,69.10439337361247,66.07111674177101,63.02952976299301,59.99625313115156,56.9629764993101,53.92969986746865
